MutantNo,[FAIL | TIME | EXC | LIVE]
1,LIVE
2,EXC
3,FAIL
4,FAIL
5,EXC
6,FAIL
7,FAIL
8,EXC
9,FAIL
10,LIVE
11,EXC
12,FAIL
13,EXC
14,FAIL
15,EXC
16,EXC
17,FAIL
18,EXC
19,FAIL
20,FAIL
21,EXC
22,FAIL
23,FAIL
24,FAIL
25,LIVE
26,FAIL
27,FAIL
28,LIVE
29,FAIL
30,LIVE
31,FAIL
32,FAIL
33,FAIL
34,FAIL
35,FAIL
36,FAIL
37,FAIL
38,FAIL
39,TIME
40,TIME
41,FAIL
42,FAIL
43,FAIL
44,FAIL
45,FAIL
46,FAIL
47,FAIL
48,TIME
49,EXC
50,EXC
51,EXC
52,EXC
53,FAIL
54,FAIL
55,EXC
56,FAIL
57,FAIL
58,EXC
59,FAIL
60,FAIL
61,FAIL
62,FAIL
63,FAIL
64,FAIL
65,FAIL
66,FAIL
67,FAIL
68,FAIL
69,TIME
70,FAIL
71,FAIL
72,LIVE
73,FAIL
74,FAIL
75,LIVE
76,FAIL
77,EXC
78,FAIL
79,FAIL
80,EXC
81,FAIL
82,FAIL
83,FAIL
84,FAIL
85,FAIL
86,FAIL
87,FAIL
88,TIME
