MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,FAIL
3,FAIL
4,FAIL
5,EXC
6,LIVE
7,EXC
8,EXC
9,FAIL
10,LIVE
11,EXC
12,LIVE
13,LIVE
14,FAIL
15,LIVE
16,FAIL
17,FAIL
18,LIVE
19,LIVE
20,FAIL
21,FAIL
22,LIVE
23,LIVE
24,FAIL
25,FAIL
26,LIVE
27,LIVE
28,FAIL
29,FAIL
30,LIVE
31,FAIL
32,FAIL
33,EXC
34,LIVE
35,FAIL
36,FAIL
37,FAIL
38,FAIL
39,FAIL
40,FAIL
41,FAIL
42,FAIL
43,FAIL
44,FAIL
45,FAIL
46,FAIL
47,FAIL
48,FAIL
49,FAIL
50,FAIL
51,EXC
52,EXC
53,EXC
54,FAIL
55,EXC
56,EXC
57,EXC
58,LIVE
59,LIVE
60,LIVE
61,FAIL
63,FAIL
64,FAIL
65,FAIL
66,TIME
67,FAIL
68,FAIL
69,FAIL
70,EXC
71,FAIL
72,EXC
73,FAIL
74,EXC
75,FAIL
76,FAIL
77,EXC
78,TIME
79,FAIL
80,FAIL
81,EXC
82,FAIL
83,LIVE
84,EXC
85,EXC
86,LIVE
87,LIVE
88,EXC
89,FAIL
90,FAIL
91,FAIL
92,EXC
93,EXC
94,LIVE
95,FAIL
96,EXC
97,EXC
98,LIVE
99,EXC
100,FAIL
101,LIVE
102,LIVE
103,EXC
104,FAIL
105,FAIL
106,FAIL
107,EXC
108,FAIL
109,FAIL
110,FAIL
111,FAIL
112,EXC
113,EXC
114,EXC
115,FAIL
116,EXC
117,EXC
118,EXC
119,LIVE
120,EXC
121,FAIL
122,EXC
123,EXC
124,EXC
125,EXC
126,EXC
127,EXC
128,EXC
129,EXC
130,EXC
131,EXC
132,EXC
133,FAIL
134,LIVE
135,EXC
137,EXC
138,EXC
139,FAIL
140,EXC
141,EXC
142,FAIL
143,EXC
144,FAIL
145,EXC
146,FAIL
147,LIVE
148,FAIL
149,EXC
150,EXC
151,EXC
152,EXC
153,FAIL
154,EXC
155,FAIL
156,FAIL
157,EXC
158,EXC
159,FAIL
160,EXC
161,FAIL
162,FAIL
163,LIVE
164,EXC
165,EXC
166,LIVE
167,LIVE
168,FAIL
169,FAIL
