MutantNo,[FAIL | TIME | EXC | LIVE]
1,EXC
2,EXC
3,EXC
4,EXC
5,EXC
6,EXC
7,EXC
8,EXC
9,LIVE
10,LIVE
11,FAIL
12,LIVE
13,FAIL
14,FAIL
15,EXC
16,EXC
17,EXC
18,EXC
19,EXC
20,EXC
21,EXC
22,EXC
23,EXC
24,EXC
25,EXC
26,LIVE
27,LIVE
28,LIVE
29,LIVE
30,EXC
31,LIVE
32,LIVE
33,EXC
34,EXC
35,LIVE
36,EXC
37,EXC
38,LIVE
39,LIVE
40,EXC
41,LIVE
42,EXC
43,LIVE
44,EXC
45,FAIL
46,EXC
47,EXC
48,FAIL
49,EXC
50,FAIL
51,EXC
52,FAIL
53,FAIL
54,FAIL
55,FAIL
56,EXC
57,EXC
58,EXC
59,EXC
60,EXC
61,EXC
62,EXC
63,EXC
64,FAIL
65,EXC
66,EXC
67,EXC
68,EXC
69,EXC
70,FAIL
71,EXC
72,FAIL
73,EXC
74,FAIL
75,EXC
76,EXC
77,EXC
78,EXC
79,FAIL
80,FAIL
81,LIVE
82,EXC
83,EXC
84,LIVE
85,FAIL
86,EXC
87,EXC
88,EXC
89,FAIL
90,FAIL
91,FAIL
92,FAIL
93,EXC
94,EXC
95,LIVE
96,EXC
97,EXC
98,EXC
99,EXC
100,FAIL
101,LIVE
102,EXC
103,FAIL
104,EXC
105,FAIL
106,FAIL
107,FAIL
108,EXC
109,LIVE
110,EXC
111,FAIL
112,FAIL
113,FAIL
114,FAIL
115,FAIL
116,FAIL
117,FAIL
118,FAIL
119,FAIL
120,FAIL
121,FAIL
122,FAIL
123,EXC
124,FAIL
125,EXC
126,EXC
127,LIVE
128,EXC
129,EXC
130,EXC
131,EXC
132,FAIL
133,LIVE
134,EXC
135,LIVE
136,FAIL
137,LIVE
138,FAIL
139,EXC
140,FAIL
141,FAIL
142,EXC
143,EXC
144,LIVE
145,EXC
146,EXC
147,EXC
148,EXC
149,FAIL
150,LIVE
151,EXC
152,FAIL
153,FAIL
154,FAIL
155,FAIL
156,EXC
157,FAIL
158,EXC
159,FAIL
160,FAIL
161,EXC
162,LIVE
163,EXC
164,FAIL
165,FAIL
166,EXC
167,FAIL
168,FAIL
169,EXC
170,LIVE
171,EXC
172,FAIL
173,FAIL
174,EXC
175,FAIL
176,LIVE
177,EXC
178,EXC
179,EXC
180,LIVE
181,EXC
182,EXC
183,FAIL
184,FAIL
185,FAIL
