TestNo,TestName
1,com.google.javascript.jscomp.jsonml.SecureCompilerTest
2,com.google.javascript.jscomp.InferJSDocInfoTest
3,com.google.javascript.jscomp.PeepholeFoldWithTypesTest
4,com.google.javascript.jscomp.MustBeReachingVariableDefTest
5,com.google.javascript.jscomp.TypeValidatorTest
6,com.google.javascript.jscomp.ChainCallsTest
7,com.google.javascript.jscomp.ControlFlowAnalysisTest
8,com.google.javascript.jscomp.CreateSyntheticBlocksTest
9,com.google.javascript.jscomp.InlinePropertiesTest
10,com.google.javascript.jscomp.CompilerTest
11,com.google.javascript.jscomp.MaybeReachingVariableUseTest
12,com.google.javascript.jscomp.FunctionTypeBuilderTest
13,com.google.javascript.jscomp.InstrumentFunctionsTest
14,com.google.javascript.jscomp.TypeCheckFunctionCheckTest
15,com.google.javascript.jscomp.LiveVariableAnalysisTest
16,com.google.javascript.jscomp.DevirtualizePrototypeMethodsTest
17,com.google.javascript.jscomp.CheckMissingReturnTest
18,com.google.javascript.jscomp.CheckUnreachableCodeTest
19,com.google.javascript.jscomp.TypeInferenceTest
20,com.google.javascript.jscomp.RemoveUnusedNamesTest
21,com.google.javascript.jscomp.UnreachableCodeEliminationTest
22,com.google.javascript.jscomp.ExternExportsPassTest
23,com.google.javascript.jscomp.TightenTypesTest
24,com.google.javascript.jscomp.PeepholeIntegrationTest
25,com.google.javascript.jscomp.CoalesceVariableNamesTest
26,com.google.javascript.jscomp.TypedScopeCreatorTest
27,com.google.javascript.jscomp.DeadAssignmentsEliminationTest
28,com.google.javascript.jscomp.CheckAccessControlsTest
29,com.google.javascript.jscomp.AmbiguatePropertiesTest
30,com.google.javascript.jscomp.DisambiguatePropertiesTest
31,com.google.javascript.jscomp.CodePrinterTest
32,com.google.javascript.jscomp.ReplaceStringsTest
33,com.google.javascript.jscomp.SymbolTableTest
34,com.google.javascript.jscomp.FlowSensitiveInlineVariablesTest
35,com.google.javascript.jscomp.RuntimeTypeCheckTest
36,com.google.javascript.jscomp.PeepholeSubstituteAlternateSyntaxTest
37,com.google.javascript.jscomp.IntegrationTest
38,com.google.javascript.jscomp.CommandLineRunnerTest
39,com.google.javascript.jscomp.PureFunctionIdentifierTest
40,com.google.javascript.jscomp.LooseTypeCheckTest
41,com.google.javascript.jscomp.TypeCheckTest
