MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,EXC
3,FAIL
4,FAIL
5,FAIL
6,FAIL
7,LIVE
8,FAIL
9,EXC
10,FAIL
11,FAIL
12,EXC
13,EXC
14,FAIL
15,EXC
16,LIVE
17,EXC
18,EXC
19,EXC
20,FAIL
21,FAIL
22,EXC
23,LIVE
24,FAIL
25,FAIL
26,EXC
27,EXC
28,FAIL
29,EXC
30,EXC
31,LIVE
32,EXC
33,LIVE
34,LIVE
35,LIVE
36,FAIL
37,EXC
38,FAIL
39,FAIL
40,LIVE
41,FAIL
42,LIVE
43,LIVE
44,LIVE
45,EXC
46,LIVE
47,FAIL
48,FAIL
49,FAIL
50,FAIL
51,LIVE
52,LIVE
53,EXC
54,LIVE
55,FAIL
56,FAIL
57,LIVE
58,LIVE
59,FAIL
62,FAIL
63,LIVE
64,LIVE
65,LIVE
66,FAIL
67,LIVE
68,LIVE
69,LIVE
70,FAIL
71,FAIL
72,FAIL
73,LIVE
74,FAIL
75,FAIL
76,EXC
77,EXC
78,FAIL
79,FAIL
80,FAIL
81,LIVE
82,EXC
83,FAIL
84,FAIL
85,FAIL
86,FAIL
87,FAIL
88,FAIL
89,FAIL
90,LIVE
91,LIVE
92,LIVE
93,LIVE
94,LIVE
95,FAIL
96,LIVE
97,FAIL
98,FAIL
99,LIVE
100,FAIL
101,FAIL
102,FAIL
103,FAIL
104,FAIL
105,LIVE
106,LIVE
107,EXC
108,LIVE
109,EXC
110,FAIL
111,FAIL
112,FAIL
113,EXC
114,EXC
115,EXC
116,LIVE
117,FAIL
118,FAIL
119,LIVE
120,FAIL
121,FAIL
122,FAIL
123,EXC
124,FAIL
125,LIVE
126,FAIL
127,FAIL
128,FAIL
129,FAIL
130,FAIL
131,EXC
132,FAIL
133,EXC
134,LIVE
135,FAIL
136,LIVE
137,FAIL
138,EXC
139,FAIL
140,FAIL
141,LIVE
142,LIVE
143,EXC
144,LIVE
145,EXC
146,EXC
147,EXC
148,FAIL
149,EXC
150,FAIL
151,TIME
152,EXC
153,FAIL
154,EXC
155,LIVE
156,EXC
157,FAIL
158,FAIL
159,EXC
160,TIME
161,EXC
162,FAIL
163,FAIL
164,FAIL
165,LIVE
166,LIVE
167,EXC
168,LIVE
169,LIVE
170,EXC
171,FAIL
172,LIVE
173,FAIL
174,EXC
175,EXC
176,EXC
177,FAIL
178,EXC
179,EXC
180,FAIL
181,LIVE
182,LIVE
183,EXC
184,EXC
185,FAIL
191,FAIL
192,FAIL
193,FAIL
