MutantNo,[FAIL | TIME | EXC | LIVE]
1,EXC
2,EXC
3,EXC
4,EXC
5,EXC
6,EXC
7,EXC
8,EXC
9,FAIL
10,EXC
11,EXC
12,LIVE
13,EXC
14,EXC
15,EXC
16,EXC
17,EXC
18,EXC
19,EXC
20,EXC
21,LIVE
22,EXC
23,EXC
24,EXC
25,FAIL
26,EXC
27,FAIL
28,EXC
29,EXC
30,LIVE
31,FAIL
32,EXC
33,EXC
34,LIVE
35,LIVE
36,LIVE
37,FAIL
38,EXC
39,EXC
40,LIVE
41,FAIL
42,FAIL
43,FAIL
44,FAIL
45,EXC
46,EXC
47,LIVE
48,LIVE
49,LIVE
50,LIVE
51,FAIL
52,EXC
53,EXC
54,EXC
55,LIVE
56,FAIL
57,EXC
58,EXC
59,EXC
60,LIVE
61,FAIL
62,EXC
63,EXC
64,EXC
65,FAIL
66,FAIL
67,EXC
68,FAIL
69,EXC
70,FAIL
71,EXC
72,FAIL
73,EXC
74,EXC
75,EXC
76,EXC
77,LIVE
78,LIVE
79,EXC
80,EXC
81,FAIL
82,LIVE
83,FAIL
84,LIVE
85,EXC
86,EXC
87,LIVE
88,FAIL
89,LIVE
90,FAIL
91,FAIL
92,EXC
93,EXC
94,LIVE
95,FAIL
96,FAIL
97,FAIL
98,FAIL
99,EXC
100,EXC
101,EXC
102,LIVE
103,FAIL
104,EXC
105,FAIL
106,EXC
107,FAIL
108,EXC
109,FAIL
110,EXC
111,EXC
112,EXC
113,EXC
114,EXC
115,LIVE
116,FAIL
117,EXC
118,FAIL
119,EXC
120,FAIL
121,EXC
122,FAIL
123,EXC
124,EXC
125,EXC
126,FAIL
127,EXC
128,LIVE
129,EXC
130,EXC
131,FAIL
132,LIVE
133,FAIL
134,LIVE
135,FAIL
136,FAIL
137,FAIL
138,LIVE
139,FAIL
140,LIVE
141,FAIL
142,FAIL
143,FAIL
144,FAIL
145,FAIL
146,FAIL
147,FAIL
148,FAIL
149,FAIL
150,EXC
151,FAIL
152,FAIL
153,FAIL
154,EXC
155,EXC
156,LIVE
157,EXC
158,LIVE
159,EXC
160,FAIL
161,FAIL
162,FAIL
163,LIVE
164,LIVE
165,FAIL
166,FAIL
167,FAIL
168,LIVE
169,FAIL
170,FAIL
171,FAIL
172,FAIL
173,FAIL
174,FAIL
175,EXC
176,EXC
177,LIVE
178,EXC
179,LIVE
180,EXC
181,FAIL
182,LIVE
183,LIVE
184,FAIL
185,LIVE
186,LIVE
187,FAIL
188,FAIL
189,LIVE
190,FAIL
191,FAIL
192,FAIL
193,LIVE
194,LIVE
195,FAIL
196,FAIL
197,FAIL
198,LIVE
199,FAIL
200,FAIL
201,FAIL
202,FAIL
203,FAIL
