MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,EXC
3,EXC
4,FAIL
5,LIVE
6,FAIL
7,FAIL
8,EXC
9,FAIL
10,LIVE
11,EXC
12,EXC
13,FAIL
14,EXC
15,FAIL
16,LIVE
17,FAIL
18,EXC
19,EXC
20,FAIL
21,LIVE
22,FAIL
23,FAIL
24,EXC
25,FAIL
26,LIVE
27,EXC
28,EXC
29,FAIL
30,EXC
31,FAIL
32,LIVE
33,EXC
34,EXC
35,LIVE
36,EXC
37,EXC
38,LIVE
39,FAIL
40,LIVE
41,FAIL
42,FAIL
43,LIVE
44,EXC
45,FAIL
46,FAIL
47,FAIL
48,FAIL
49,EXC
50,FAIL
51,FAIL
52,LIVE
53,FAIL
54,EXC
55,LIVE
56,LIVE
57,LIVE
58,EXC
59,LIVE
60,EXC
61,EXC
62,EXC
63,EXC
64,EXC
65,FAIL
66,EXC
67,FAIL
68,LIVE
69,EXC
70,EXC
71,LIVE
72,EXC
73,LIVE
74,FAIL
