MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,FAIL
3,FAIL
4,LIVE
5,LIVE
6,FAIL
7,FAIL
8,FAIL
9,FAIL
10,FAIL
11,FAIL
12,FAIL
13,FAIL
14,FAIL
15,FAIL
16,FAIL
17,FAIL
18,FAIL
19,FAIL
20,FAIL
21,FAIL
22,FAIL
23,FAIL
24,FAIL
25,FAIL
26,FAIL
27,FAIL
28,FAIL
29,FAIL
30,FAIL
31,FAIL
32,FAIL
33,FAIL
34,FAIL
35,FAIL
36,FAIL
37,FAIL
38,FAIL
39,FAIL
40,FAIL
41,FAIL
42,LIVE
43,FAIL
44,FAIL
45,EXC
46,EXC
47,FAIL
48,FAIL
49,EXC
50,TIME
51,LIVE
52,LIVE
53,EXC
54,EXC
55,EXC
56,EXC
57,EXC
58,LIVE
59,LIVE
60,LIVE
61,EXC
62,LIVE
63,LIVE
64,LIVE
65,LIVE
66,TIME
67,TIME
68,LIVE
69,LIVE
70,EXC
71,FAIL
72,FAIL
73,LIVE
74,EXC
75,FAIL
76,EXC
77,FAIL
78,FAIL
79,LIVE
80,EXC
81,FAIL
