MutantNo,[FAIL | TIME | EXC | LIVE]
1,LIVE
2,LIVE
3,FAIL
4,FAIL
5,EXC
6,EXC
7,LIVE
8,LIVE
9,FAIL
10,FAIL
11,LIVE
12,LIVE
13,FAIL
14,FAIL
15,EXC
16,FAIL
17,FAIL
18,EXC
19,FAIL
20,FAIL
21,FAIL
22,FAIL
23,LIVE
24,LIVE
25,EXC
26,EXC
27,LIVE
28,EXC
29,EXC
30,EXC
31,LIVE
32,LIVE
33,EXC
34,LIVE
35,EXC
36,LIVE
37,EXC
38,EXC
39,EXC
40,EXC
41,LIVE
42,LIVE
43,EXC
44,EXC
45,EXC
46,LIVE
47,LIVE
48,EXC
49,FAIL
50,EXC
51,LIVE
52,LIVE
53,EXC
54,EXC
55,LIVE
56,LIVE
57,LIVE
58,LIVE
59,EXC
60,LIVE
61,LIVE
62,EXC
63,LIVE
64,LIVE
65,LIVE
66,EXC
67,LIVE
68,FAIL
69,LIVE
70,EXC
71,EXC
72,EXC
73,FAIL
74,EXC
75,FAIL
76,EXC
77,FAIL
78,LIVE
79,EXC
80,EXC
81,EXC
82,FAIL
83,FAIL
84,EXC
85,EXC
86,FAIL
87,LIVE
88,EXC
89,FAIL
90,TIME
91,FAIL
92,FAIL
93,FAIL
94,TIME
95,FAIL
96,FAIL
97,LIVE
98,TIME
99,TIME
100,FAIL
101,FAIL
102,TIME
103,FAIL
104,FAIL
105,LIVE
106,TIME
107,TIME
108,FAIL
109,TIME
110,TIME
111,FAIL
112,LIVE
113,TIME
114,FAIL
115,FAIL
116,LIVE
117,FAIL
118,FAIL
119,LIVE
120,FAIL
121,FAIL
122,TIME
123,EXC
124,LIVE
125,LIVE
126,LIVE
127,LIVE
129,FAIL
130,FAIL
131,FAIL
132,FAIL
133,EXC
134,EXC
135,EXC
136,FAIL
137,FAIL
138,EXC
139,FAIL
140,TIME
141,LIVE
142,FAIL
143,LIVE
144,TIME
145,FAIL
146,FAIL
147,LIVE
148,FAIL
149,FAIL
150,LIVE
151,FAIL
152,FAIL
153,FAIL
154,LIVE
155,EXC
156,LIVE
157,LIVE
158,LIVE
160,FAIL
161,FAIL
162,EXC
163,EXC
164,EXC
165,FAIL
166,FAIL
167,FAIL
168,FAIL
169,FAIL
170,FAIL
171,TIME
172,LIVE
173,FAIL
174,LIVE
175,TIME
176,TIME
177,FAIL
178,LIVE
179,FAIL
180,LIVE
181,LIVE
182,FAIL
183,LIVE
184,TIME
185,LIVE
186,FAIL
187,FAIL
188,EXC
189,EXC
190,FAIL
191,FAIL
192,EXC
193,LIVE
194,LIVE
195,EXC
196,EXC
197,FAIL
198,FAIL
199,EXC
200,LIVE
201,LIVE
202,LIVE
203,EXC
204,LIVE
205,LIVE
