MutantNo,[FAIL | TIME | EXC | LIVE]
1,EXC
2,FAIL
3,TIME
4,LIVE
5,FAIL
6,TIME
7,EXC
8,TIME
9,EXC
10,FAIL
11,EXC
12,FAIL
13,LIVE
14,LIVE
15,EXC
16,EXC
17,EXC
18,FAIL
19,FAIL
20,EXC
21,LIVE
22,EXC
23,EXC
24,FAIL
25,EXC
26,FAIL
27,EXC
28,EXC
29,FAIL
30,EXC
31,FAIL
32,FAIL
33,EXC
34,EXC
35,FAIL
36,FAIL
37,FAIL
38,LIVE
39,FAIL
40,FAIL
41,FAIL
42,LIVE
43,FAIL
44,FAIL
45,EXC
46,LIVE
47,LIVE
48,LIVE
49,FAIL
50,EXC
51,EXC
52,FAIL
53,EXC
54,EXC
55,LIVE
56,FAIL
57,EXC
58,EXC
59,FAIL
60,FAIL
61,EXC
62,TIME
63,FAIL
64,LIVE
65,LIVE
66,FAIL
67,LIVE
68,LIVE
69,FAIL
70,EXC
71,FAIL
72,FAIL
73,FAIL
74,LIVE
75,FAIL
76,EXC
77,FAIL
78,FAIL
79,EXC
80,TIME
81,EXC
82,LIVE
83,LIVE
84,LIVE
85,FAIL
86,EXC
87,EXC
88,EXC
89,FAIL
90,EXC
91,FAIL
92,LIVE
93,EXC
94,EXC
95,EXC
96,FAIL
97,EXC
98,EXC
99,EXC
100,EXC
101,FAIL
102,FAIL
103,EXC
104,TIME
105,FAIL
106,LIVE
107,LIVE
108,FAIL
109,LIVE
110,FAIL
111,EXC
112,FAIL
113,LIVE
114,EXC
115,EXC
116,EXC
117,FAIL
118,EXC
119,EXC
120,EXC
121,FAIL
122,FAIL
123,FAIL
124,LIVE
125,FAIL
126,EXC
127,FAIL
128,FAIL
129,EXC
130,TIME
131,FAIL
132,EXC
133,EXC
134,LIVE
135,LIVE
136,LIVE
137,FAIL
138,EXC
139,EXC
140,FAIL
141,EXC
142,LIVE
143,EXC
144,FAIL
145,FAIL
146,EXC
147,LIVE
148,LIVE
149,EXC
150,LIVE
151,LIVE
152,LIVE
153,EXC
154,FAIL
155,EXC
156,FAIL
157,EXC
158,FAIL
159,FAIL
160,FAIL
161,EXC
162,FAIL
163,FAIL
164,FAIL
165,LIVE
166,EXC
167,EXC
168,EXC
169,LIVE
170,FAIL
171,FAIL
172,FAIL
173,LIVE
174,EXC
175,EXC
176,EXC
177,LIVE
178,FAIL
179,FAIL
180,FAIL
181,FAIL
182,FAIL
183,FAIL
184,EXC
185,FAIL
186,EXC
187,FAIL
188,FAIL
189,FAIL
190,LIVE
191,FAIL
192,FAIL
193,FAIL
194,FAIL
195,FAIL
196,FAIL
197,FAIL
198,FAIL
199,FAIL
200,FAIL
201,FAIL
202,FAIL
203,FAIL
204,FAIL
205,TIME
206,FAIL
207,FAIL
208,TIME
209,FAIL
210,LIVE
211,FAIL
212,FAIL
213,EXC
214,EXC
215,EXC
216,EXC
217,EXC
218,FAIL
219,FAIL
220,FAIL
221,FAIL
222,LIVE
223,LIVE
224,FAIL
225,LIVE
226,LIVE
227,LIVE
228,FAIL
229,FAIL
230,LIVE
231,FAIL
232,FAIL
233,EXC
234,FAIL
235,FAIL
236,FAIL
237,EXC
238,FAIL
239,FAIL
240,FAIL
241,LIVE
242,EXC
243,EXC
244,EXC
245,LIVE
246,FAIL
247,FAIL
248,FAIL
249,EXC
250,EXC
251,EXC
252,EXC
253,EXC
254,FAIL
255,FAIL
256,FAIL
257,EXC
258,FAIL
259,FAIL
260,FAIL
261,FAIL
262,FAIL
263,FAIL
264,FAIL
265,EXC
266,EXC
267,EXC
268,EXC
269,EXC
270,FAIL
271,FAIL
272,FAIL
273,FAIL
274,FAIL
275,FAIL
276,FAIL
277,EXC
278,EXC
279,EXC
280,EXC
281,EXC
282,FAIL
283,FAIL
284,EXC
285,LIVE
286,LIVE
287,EXC
288,FAIL
289,LIVE
290,FAIL
291,FAIL
292,TIME
293,FAIL
294,FAIL
295,FAIL
296,FAIL
297,LIVE
298,FAIL
299,FAIL
300,EXC
301,EXC
302,EXC
303,FAIL
304,FAIL
305,FAIL
306,FAIL
307,EXC
308,LIVE
309,EXC
310,FAIL
311,FAIL
312,EXC
313,LIVE
314,EXC
315,FAIL
316,FAIL
317,FAIL
318,FAIL
319,FAIL
320,FAIL
321,EXC
322,EXC
323,LIVE
324,FAIL
325,FAIL
326,FAIL
327,EXC
328,LIVE
329,LIVE
330,LIVE
331,FAIL
332,LIVE
333,EXC
334,LIVE
335,EXC
336,FAIL
337,EXC
338,EXC
339,EXC
340,EXC
341,FAIL
342,LIVE
343,LIVE
344,LIVE
345,FAIL
346,LIVE
347,EXC
348,LIVE
349,EXC
350,FAIL
351,FAIL
352,LIVE
353,EXC
354,LIVE
355,EXC
356,FAIL
357,FAIL
358,EXC
359,LIVE
360,EXC
361,FAIL
362,FAIL
363,FAIL
364,FAIL
365,FAIL
366,FAIL
367,EXC
368,FAIL
369,EXC
370,EXC
371,EXC
372,FAIL
373,FAIL
374,FAIL
375,FAIL
376,EXC
377,LIVE
378,EXC
379,FAIL
380,FAIL
381,EXC
382,LIVE
383,EXC
384,FAIL
385,FAIL
386,FAIL
387,FAIL
388,FAIL
389,FAIL
390,EXC
391,EXC
392,EXC
393,FAIL
394,FAIL
395,FAIL
396,FAIL
397,EXC
398,LIVE
399,LIVE
400,FAIL
401,FAIL
402,FAIL
403,FAIL
404,FAIL
405,FAIL
408,FAIL
409,EXC
410,EXC
411,EXC
412,FAIL
413,FAIL
414,FAIL
415,FAIL
416,FAIL
417,LIVE
418,FAIL
419,FAIL
420,FAIL
421,FAIL
422,FAIL
423,LIVE
424,FAIL
425,FAIL
426,FAIL
427,FAIL
428,FAIL
429,LIVE
430,FAIL
431,FAIL
432,LIVE
433,EXC
434,EXC
435,EXC
436,LIVE
437,FAIL
438,FAIL
439,EXC
440,EXC
441,EXC
442,EXC
443,EXC
444,FAIL
445,FAIL
446,FAIL
447,EXC
448,LIVE
449,EXC
450,FAIL
451,FAIL
452,EXC
453,LIVE
454,EXC
455,FAIL
456,FAIL
457,FAIL
458,FAIL
459,FAIL
460,FAIL
461,LIVE
462,EXC
463,EXC
464,EXC
465,LIVE
466,FAIL
467,FAIL
468,EXC
469,EXC
470,EXC
471,EXC
472,EXC
473,FAIL
474,FAIL
475,FAIL
476,LIVE
477,LIVE
478,FAIL
479,EXC
480,LIVE
481,EXC
482,FAIL
483,EXC
484,FAIL
485,FAIL
486,LIVE
487,LIVE
488,FAIL
489,LIVE
490,FAIL
491,LIVE
492,FAIL
493,FAIL
494,FAIL
495,LIVE
496,FAIL
497,FAIL
498,FAIL
499,EXC
500,EXC
501,EXC
502,EXC
503,EXC
504,FAIL
505,FAIL
506,FAIL
507,FAIL
508,FAIL
509,LIVE
