MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,FAIL
3,FAIL
4,FAIL
5,FAIL
6,FAIL
7,FAIL
8,FAIL
9,FAIL
10,FAIL
11,FAIL
12,FAIL
13,LIVE
14,EXC
15,FAIL
16,FAIL
17,LIVE
18,LIVE
19,LIVE
20,FAIL
21,LIVE
22,FAIL
23,FAIL
24,LIVE
25,EXC
26,EXC
27,EXC
28,EXC
29,FAIL
30,EXC
31,FAIL
32,EXC
33,FAIL
34,FAIL
35,FAIL
36,FAIL
37,FAIL
38,FAIL
39,FAIL
40,EXC
41,FAIL
42,FAIL
43,FAIL
44,EXC
45,FAIL
46,FAIL
47,EXC
48,EXC
49,EXC
50,EXC
51,EXC
52,FAIL
53,EXC
54,EXC
55,EXC
56,FAIL
57,EXC
58,EXC
59,FAIL
60,FAIL
61,FAIL
62,FAIL
63,EXC
64,FAIL
65,FAIL
66,FAIL
67,FAIL
68,FAIL
69,FAIL
70,FAIL
71,FAIL
72,FAIL
73,FAIL
74,LIVE
75,FAIL
76,FAIL
77,LIVE
78,LIVE
79,LIVE
80,EXC
81,EXC
82,EXC
83,EXC
84,EXC
85,LIVE
86,LIVE
87,LIVE
88,EXC
89,LIVE
90,LIVE
91,EXC
92,LIVE
93,EXC
94,EXC
95,FAIL
96,FAIL
97,FAIL
98,EXC
99,FAIL
100,LIVE
101,EXC
102,LIVE
103,LIVE
104,EXC
105,FAIL
106,LIVE
115,FAIL
116,EXC
117,FAIL
118,FAIL
119,EXC
120,EXC
121,EXC
122,EXC
123,EXC
124,EXC
125,EXC
126,EXC
127,EXC
128,EXC
129,EXC
130,EXC
131,EXC
132,EXC
133,EXC
134,EXC
135,EXC
136,EXC
137,EXC
138,EXC
139,EXC
140,FAIL
141,FAIL
142,EXC
143,FAIL
144,FAIL
145,EXC
146,FAIL
147,EXC
148,EXC
149,EXC
150,EXC
151,EXC
152,EXC
153,EXC
154,EXC
155,LIVE
165,EXC
166,EXC
167,EXC
168,EXC
169,EXC
170,FAIL
171,FAIL
172,EXC
173,EXC
174,EXC
175,EXC
176,EXC
177,EXC
178,FAIL
179,FAIL
180,EXC
181,EXC
182,EXC
183,EXC
184,EXC
185,FAIL
186,EXC
187,EXC
188,EXC
189,EXC
190,EXC
191,EXC
192,EXC
193,EXC
194,FAIL
195,FAIL
196,EXC
197,EXC
198,EXC
199,EXC
200,EXC
201,LIVE
202,FAIL
203,EXC
