MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,FAIL
3,FAIL
4,EXC
5,FAIL
6,FAIL
7,EXC
8,EXC
9,EXC
10,FAIL
11,FAIL
12,EXC
13,FAIL
14,EXC
15,EXC
16,FAIL
17,EXC
18,FAIL
19,FAIL
20,LIVE
21,FAIL
22,FAIL
23,EXC
24,FAIL
25,FAIL
26,EXC
27,FAIL
28,FAIL
29,EXC
30,FAIL
31,EXC
32,EXC
33,FAIL
34,FAIL
35,LIVE
36,FAIL
37,FAIL
38,LIVE
39,LIVE
40,FAIL
41,LIVE
42,FAIL
43,LIVE
44,LIVE
45,FAIL
46,FAIL
47,EXC
48,LIVE
49,EXC
50,EXC
51,EXC
52,EXC
53,FAIL
54,EXC
55,FAIL
56,LIVE
57,LIVE
58,FAIL
59,FAIL
60,LIVE
61,EXC
62,EXC
63,EXC
64,LIVE
65,FAIL
66,FAIL
67,LIVE
68,FAIL
69,FAIL
70,FAIL
71,EXC
72,FAIL
73,EXC
74,LIVE
75,EXC
76,EXC
77,LIVE
78,LIVE
79,FAIL
80,EXC
81,LIVE
82,FAIL
83,LIVE
84,EXC
85,EXC
86,LIVE
87,EXC
88,EXC
89,LIVE
90,LIVE
91,FAIL
92,EXC
93,LIVE
94,FAIL
95,LIVE
96,EXC
97,FAIL
98,EXC
99,LIVE
100,EXC
101,EXC
102,LIVE
103,LIVE
104,LIVE
105,EXC
106,LIVE
107,LIVE
108,LIVE
109,EXC
110,FAIL
111,FAIL
112,FAIL
113,FAIL
114,FAIL
115,FAIL
116,FAIL
117,FAIL
118,FAIL
119,FAIL
120,FAIL
121,LIVE
122,FAIL
123,FAIL
124,FAIL
125,EXC
126,EXC
127,EXC
128,FAIL
129,FAIL
130,EXC
131,FAIL
132,LIVE
133,EXC
134,FAIL
135,FAIL
136,LIVE
137,FAIL
138,FAIL
139,EXC
140,EXC
141,FAIL
142,EXC
143,FAIL
144,FAIL
145,EXC
146,EXC
147,EXC
148,EXC
149,FAIL
150,EXC
151,FAIL
152,EXC
153,FAIL
154,EXC
155,FAIL
156,EXC
157,LIVE
158,EXC
159,EXC
160,LIVE
161,LIVE
162,LIVE
163,EXC
164,LIVE
165,LIVE
166,EXC
167,EXC
168,LIVE
169,LIVE
170,LIVE
171,LIVE
172,EXC
173,EXC
174,LIVE
175,LIVE
176,EXC
177,FAIL
178,EXC
179,EXC
180,FAIL
181,FAIL
