MutantNo,[FAIL | TIME | EXC | LIVE]
1,LIVE
3,EXC
4,FAIL
5,LIVE
6,EXC
7,FAIL
8,EXC
9,LIVE
10,LIVE
11,EXC
13,FAIL
14,FAIL
15,FAIL
16,EXC
17,LIVE
18,FAIL
19,FAIL
20,LIVE
21,FAIL
22,FAIL
23,EXC
24,FAIL
25,FAIL
26,LIVE
27,LIVE
28,LIVE
29,EXC
30,LIVE
31,EXC
32,EXC
33,EXC
34,EXC
35,EXC
36,FAIL
37,EXC
38,EXC
39,FAIL
40,EXC
41,FAIL
42,FAIL
43,EXC
44,FAIL
45,EXC
46,EXC
47,EXC
48,FAIL
49,EXC
50,LIVE
51,FAIL
52,LIVE
53,LIVE
54,EXC
55,FAIL
56,LIVE
57,FAIL
58,EXC
59,FAIL
60,LIVE
61,FAIL
62,EXC
63,FAIL
64,LIVE
65,LIVE
66,EXC
67,FAIL
68,LIVE
69,LIVE
70,EXC
71,FAIL
72,LIVE
73,FAIL
74,EXC
75,EXC
76,FAIL
77,FAIL
78,EXC
79,FAIL
80,FAIL
81,LIVE
82,LIVE
83,FAIL
84,EXC
85,FAIL
86,FAIL
87,LIVE
89,LIVE
90,EXC
91,FAIL
92,FAIL
93,EXC
94,LIVE
95,FAIL
97,LIVE
98,FAIL
99,FAIL
100,FAIL
101,FAIL
102,FAIL
103,FAIL
104,FAIL
105,FAIL
106,LIVE
107,FAIL
108,FAIL
109,LIVE
110,FAIL
111,FAIL
112,FAIL
113,FAIL
114,EXC
115,FAIL
116,FAIL
117,FAIL
118,FAIL
119,FAIL
120,FAIL
121,FAIL
122,FAIL
123,LIVE
124,LIVE
125,FAIL
126,LIVE
127,LIVE
128,LIVE
129,FAIL
130,FAIL
131,FAIL
132,FAIL
133,EXC
134,EXC
135,EXC
136,LIVE
137,TIME
138,TIME
139,FAIL
140,EXC
141,LIVE
142,EXC
143,FAIL
146,FAIL
147,LIVE
148,FAIL
149,LIVE
150,FAIL
151,FAIL
152,LIVE
153,FAIL
154,LIVE
155,LIVE
156,FAIL
157,FAIL
158,EXC
159,FAIL
160,FAIL
161,EXC
162,FAIL
163,FAIL
164,FAIL
165,LIVE
166,FAIL
167,EXC
168,FAIL
169,FAIL
170,EXC
171,FAIL
172,FAIL
173,EXC
174,EXC
175,LIVE
176,FAIL
178,FAIL
179,EXC
180,FAIL
181,LIVE
182,FAIL
183,LIVE
184,FAIL
