MutantNo,[FAIL | TIME | EXC | LIVE]
1,EXC
2,EXC
3,EXC
4,EXC
5,FAIL
6,EXC
7,FAIL
8,EXC
9,LIVE
10,EXC
11,FAIL
12,EXC
13,LIVE
14,EXC
15,FAIL
16,EXC
17,LIVE
18,EXC
19,FAIL
20,EXC
21,LIVE
22,EXC
23,FAIL
24,EXC
25,LIVE
26,EXC
27,FAIL
28,EXC
29,LIVE
30,EXC
31,FAIL
32,EXC
33,LIVE
34,EXC
35,FAIL
36,EXC
37,LIVE
38,EXC
39,FAIL
40,EXC
41,LIVE
42,EXC
43,LIVE
44,LIVE
45,LIVE
46,LIVE
47,FAIL
48,EXC
49,LIVE
50,EXC
51,FAIL
52,FAIL
53,EXC
54,EXC
55,LIVE
56,EXC
57,EXC
58,FAIL
59,EXC
60,FAIL
61,EXC
62,FAIL
63,EXC
64,EXC
65,EXC
66,EXC
67,EXC
68,EXC
69,EXC
70,EXC
71,EXC
72,EXC
73,LIVE
74,LIVE
75,FAIL
76,LIVE
77,EXC
78,FAIL
79,EXC
80,EXC
81,FAIL
82,LIVE
83,EXC
84,EXC
85,EXC
86,FAIL
87,FAIL
88,EXC
89,LIVE
90,LIVE
91,LIVE
92,EXC
93,FAIL
94,LIVE
95,EXC
96,EXC
97,EXC
98,FAIL
99,EXC
100,LIVE
101,LIVE
102,FAIL
103,LIVE
104,EXC
105,FAIL
106,EXC
107,EXC
108,FAIL
109,LIVE
110,EXC
111,EXC
112,EXC
113,FAIL
114,EXC
115,EXC
116,LIVE
117,FAIL
118,FAIL
119,EXC
120,FAIL
121,EXC
122,EXC
123,FAIL
124,EXC
125,LIVE
126,LIVE
127,FAIL
128,LIVE
129,EXC
130,FAIL
131,EXC
132,EXC
133,FAIL
134,LIVE
135,EXC
136,EXC
137,EXC
138,FAIL
139,EXC
140,EXC
141,LIVE
142,FAIL
143,FAIL
144,EXC
145,FAIL
146,EXC
147,EXC
148,FAIL
149,EXC
150,LIVE
151,LIVE
152,FAIL
153,LIVE
154,EXC
155,FAIL
156,EXC
157,EXC
158,FAIL
159,LIVE
160,EXC
161,EXC
162,EXC
163,FAIL
164,EXC
165,EXC
166,LIVE
167,FAIL
168,FAIL
169,EXC
170,FAIL
171,EXC
172,EXC
173,FAIL
174,EXC
175,LIVE
176,LIVE
177,FAIL
178,LIVE
179,EXC
180,FAIL
181,EXC
182,EXC
183,FAIL
184,LIVE
185,EXC
186,EXC
187,EXC
188,FAIL
189,EXC
190,EXC
191,LIVE
192,FAIL
193,FAIL
194,EXC
195,FAIL
196,EXC
197,EXC
198,FAIL
199,EXC
200,LIVE
201,LIVE
202,FAIL
203,LIVE
204,EXC
205,FAIL
206,EXC
207,EXC
208,FAIL
209,LIVE
210,EXC
211,EXC
212,EXC
213,FAIL
214,EXC
215,EXC
216,LIVE
217,FAIL
218,FAIL
219,EXC
220,FAIL
221,EXC
222,EXC
223,FAIL
224,EXC
225,LIVE
226,LIVE
227,FAIL
228,LIVE
229,EXC
230,FAIL
231,EXC
232,EXC
233,FAIL
234,LIVE
235,EXC
236,EXC
237,EXC
238,FAIL
239,EXC
240,EXC
241,LIVE
242,FAIL
243,FAIL
244,EXC
245,FAIL
246,EXC
247,EXC
248,FAIL
249,EXC
250,LIVE
251,LIVE
252,FAIL
253,LIVE
254,EXC
255,FAIL
256,EXC
257,EXC
258,FAIL
259,LIVE
260,EXC
261,EXC
262,EXC
263,FAIL
264,EXC
265,EXC
266,LIVE
267,FAIL
268,FAIL
269,EXC
270,FAIL
271,EXC
272,EXC
273,FAIL
274,EXC
275,LIVE
276,LIVE
277,FAIL
278,LIVE
279,EXC
280,FAIL
281,EXC
282,EXC
283,FAIL
284,LIVE
285,EXC
286,EXC
287,EXC
288,FAIL
289,EXC
290,EXC
291,LIVE
292,FAIL
293,FAIL
294,EXC
295,FAIL
296,EXC
