MutantNo,[FAIL | TIME | EXC | LIVE]
1,EXC
2,EXC
3,EXC
4,FAIL
5,FAIL
6,EXC
7,FAIL
8,EXC
9,EXC
10,EXC
11,LIVE
12,LIVE
13,LIVE
14,EXC
15,EXC
16,EXC
17,EXC
18,TIME
19,EXC
20,FAIL
21,TIME
22,EXC
23,TIME
24,TIME
25,TIME
26,TIME
27,EXC
28,EXC
29,EXC
30,TIME
31,EXC
32,TIME
33,EXC
34,EXC
35,EXC
36,TIME
37,LIVE
38,EXC
39,EXC
40,EXC
41,EXC
42,EXC
43,EXC
44,EXC
45,EXC
46,EXC
47,TIME
48,LIVE
49,LIVE
50,EXC
51,EXC
52,FAIL
53,EXC
54,FAIL
55,TIME
56,TIME
57,TIME
58,TIME
59,TIME
60,LIVE
61,TIME
62,FAIL
63,TIME
64,EXC
65,FAIL
66,EXC
67,EXC
68,EXC
69,EXC
70,EXC
71,EXC
72,TIME
73,EXC
74,LIVE
75,EXC
76,TIME
77,TIME
78,FAIL
79,EXC
80,EXC
81,TIME
82,TIME
83,EXC
84,EXC
85,TIME
86,EXC
87,EXC
88,LIVE
89,EXC
90,EXC
91,TIME
92,FAIL
93,FAIL
94,FAIL
95,EXC
96,TIME
97,EXC
98,FAIL
99,EXC
100,EXC
101,EXC
102,FAIL
103,EXC
104,EXC
105,EXC
106,EXC
107,TIME
108,TIME
109,TIME
110,FAIL
111,FAIL
112,FAIL
113,TIME
114,FAIL
115,LIVE
116,TIME
117,TIME
118,TIME
119,TIME
120,TIME
121,FAIL
122,TIME
123,TIME
124,LIVE
125,TIME
126,LIVE
127,LIVE
128,TIME
129,TIME
130,TIME
131,TIME
132,TIME
133,LIVE
134,EXC
135,EXC
136,LIVE
137,EXC
138,FAIL
139,TIME
140,EXC
141,LIVE
142,EXC
143,TIME
144,EXC
145,EXC
146,TIME
147,EXC
148,EXC
149,EXC
150,EXC
151,EXC
152,FAIL
153,EXC
154,TIME
155,TIME
156,TIME
157,TIME
158,TIME
159,EXC
160,LIVE
161,EXC
162,TIME
163,EXC
164,EXC
165,EXC
166,EXC
167,EXC
168,EXC
169,TIME
170,TIME
171,TIME
172,TIME
173,TIME
174,TIME
175,TIME
176,TIME
177,TIME
178,TIME
179,TIME
180,TIME
181,TIME
182,TIME
183,EXC
184,EXC
185,FAIL
186,EXC
187,EXC
188,EXC
189,FAIL
190,FAIL
191,FAIL
192,FAIL
193,FAIL
194,FAIL
195,FAIL
196,EXC
197,FAIL
198,LIVE
199,EXC
200,LIVE
201,EXC
202,LIVE
203,FAIL
204,EXC
205,FAIL
206,EXC
207,FAIL
208,FAIL
209,FAIL
210,FAIL
211,FAIL
212,EXC
213,LIVE
214,EXC
215,FAIL
216,FAIL
217,FAIL
218,FAIL
219,FAIL
220,FAIL
221,FAIL
222,FAIL
223,FAIL
224,FAIL
225,FAIL
226,FAIL
227,FAIL
228,FAIL
229,LIVE
230,EXC
231,EXC
232,EXC
233,TIME
234,LIVE
235,EXC
236,FAIL
237,TIME
238,FAIL
239,TIME
240,TIME
241,TIME
242,TIME
243,TIME
244,TIME
245,TIME
246,FAIL
247,FAIL
248,EXC
249,FAIL
250,TIME
251,EXC
252,EXC
253,EXC
254,EXC
255,FAIL
256,EXC
257,EXC
258,TIME
259,EXC
260,EXC
261,EXC
262,EXC
263,EXC
264,EXC
265,EXC
266,TIME
267,TIME
268,EXC
269,EXC
270,EXC
271,EXC
272,FAIL
273,TIME
274,FAIL
275,FAIL
276,TIME
277,LIVE
278,EXC
279,EXC
280,TIME
281,EXC
282,EXC
283,EXC
284,TIME
285,EXC
286,FAIL
287,EXC
288,EXC
289,TIME
290,EXC
291,EXC
292,EXC
293,LIVE
294,LIVE
295,LIVE
296,LIVE
297,LIVE
298,LIVE
299,LIVE
300,LIVE
301,LIVE
302,LIVE
303,LIVE
304,LIVE
305,TIME
306,TIME
307,FAIL
308,LIVE
309,EXC
310,EXC
311,FAIL
312,LIVE
313,LIVE
314,EXC
315,LIVE
316,LIVE
317,FAIL
318,LIVE
319,EXC
320,TIME
321,TIME
322,TIME
323,TIME
324,LIVE
325,FAIL
326,FAIL
327,LIVE
328,FAIL
329,EXC
