MutantNo,[FAIL | TIME | EXC | LIVE]
1,EXC
2,EXC
3,FAIL
4,FAIL
5,LIVE
6,FAIL
7,EXC
8,FAIL
9,LIVE
10,EXC
11,LIVE
12,FAIL
13,FAIL
14,FAIL
15,LIVE
16,LIVE
17,LIVE
18,FAIL
19,FAIL
20,FAIL
21,EXC
22,FAIL
23,FAIL
24,EXC
25,FAIL
26,FAIL
27,FAIL
28,FAIL
29,LIVE
30,LIVE
31,LIVE
32,LIVE
33,FAIL
34,LIVE
35,LIVE
36,LIVE
37,LIVE
38,FAIL
39,EXC
40,LIVE
41,FAIL
42,FAIL
43,EXC
44,EXC
45,FAIL
46,FAIL
47,EXC
48,LIVE
49,FAIL
50,LIVE
51,LIVE
52,FAIL
53,FAIL
54,EXC
55,LIVE
56,EXC
57,FAIL
58,FAIL
59,FAIL
60,EXC
61,FAIL
62,FAIL
63,FAIL
64,FAIL
65,LIVE
66,FAIL
67,FAIL
68,FAIL
69,EXC
70,EXC
71,FAIL
72,FAIL
73,FAIL
74,FAIL
75,FAIL
76,FAIL
77,LIVE
78,EXC
79,FAIL
80,LIVE
81,FAIL
82,FAIL
83,LIVE
84,LIVE
85,EXC
86,LIVE
87,FAIL
88,FAIL
89,LIVE
90,LIVE
91,EXC
92,LIVE
93,EXC
94,FAIL
95,FAIL
96,FAIL
97,FAIL
98,EXC
99,FAIL
100,EXC
101,EXC
102,FAIL
103,EXC
104,EXC
105,FAIL
106,LIVE
107,EXC
108,FAIL
109,FAIL
110,FAIL
111,LIVE
112,FAIL
113,LIVE
114,LIVE
115,LIVE
116,LIVE
117,LIVE
118,FAIL
119,LIVE
120,EXC
121,FAIL
122,LIVE
123,FAIL
124,EXC
125,EXC
126,FAIL
127,FAIL
128,LIVE
129,EXC
130,FAIL
131,FAIL
132,LIVE
133,EXC
134,EXC
135,EXC
136,EXC
137,EXC
138,EXC
139,EXC
140,EXC
141,EXC
142,EXC
143,EXC
144,LIVE
145,EXC
146,LIVE
147,LIVE
148,EXC
149,EXC
150,LIVE
151,FAIL
152,FAIL
153,FAIL
154,EXC
155,EXC
156,LIVE
157,EXC
158,LIVE
159,LIVE
160,LIVE
161,LIVE
162,FAIL
163,FAIL
164,LIVE
165,FAIL
166,FAIL
167,LIVE
168,LIVE
169,LIVE
170,LIVE
171,FAIL
172,FAIL
173,FAIL
174,LIVE
175,FAIL
176,FAIL
177,LIVE
178,EXC
179,EXC
180,EXC
181,EXC
182,FAIL
183,FAIL
184,FAIL
185,EXC
186,EXC
187,EXC
188,EXC
189,EXC
190,EXC
191,EXC
192,FAIL
193,FAIL
