MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,LIVE
3,FAIL
4,LIVE
5,FAIL
6,LIVE
7,FAIL
8,FAIL
9,FAIL
10,FAIL
11,FAIL
12,FAIL
13,FAIL
14,FAIL
15,FAIL
16,FAIL
17,LIVE
18,LIVE
19,LIVE
20,FAIL
21,EXC
22,EXC
23,FAIL
24,LIVE
25,FAIL
26,FAIL
27,FAIL
28,FAIL
29,FAIL
30,FAIL
31,LIVE
32,FAIL
33,FAIL
34,FAIL
35,EXC
36,EXC
37,FAIL
38,FAIL
39,EXC
40,FAIL
41,EXC
42,LIVE
43,LIVE
44,FAIL
45,FAIL
46,EXC
47,FAIL
48,FAIL
49,EXC
50,FAIL
51,EXC
52,EXC
53,FAIL
54,EXC
55,EXC
56,EXC
57,FAIL
58,LIVE
59,EXC
60,FAIL
61,FAIL
62,FAIL
63,EXC
64,FAIL
65,EXC
66,EXC
67,FAIL
68,FAIL
69,EXC
70,FAIL
71,EXC
72,EXC
73,LIVE
74,LIVE
75,EXC
76,EXC
77,EXC
78,FAIL
79,EXC
80,EXC
81,EXC
82,FAIL
83,LIVE
84,EXC
85,FAIL
86,EXC
87,EXC
88,LIVE
89,LIVE
90,EXC
91,FAIL
92,LIVE
93,EXC
94,FAIL
95,EXC
96,LIVE
97,FAIL
98,LIVE
99,LIVE
100,LIVE
101,FAIL
102,FAIL
103,LIVE
