MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,EXC
3,LIVE
4,EXC
5,EXC
6,EXC
7,FAIL
8,EXC
9,EXC
10,EXC
11,FAIL
12,LIVE
13,EXC
14,LIVE
15,LIVE
16,LIVE
17,FAIL
18,LIVE
19,EXC
20,EXC
21,LIVE
22,EXC
23,EXC
24,EXC
25,EXC
26,EXC
27,LIVE
28,EXC
29,FAIL
30,FAIL
31,EXC
32,LIVE
33,EXC
34,FAIL
35,FAIL
36,FAIL
37,EXC
38,FAIL
39,FAIL
40,FAIL
41,FAIL
42,FAIL
43,LIVE
44,FAIL
45,EXC
46,FAIL
47,EXC
48,FAIL
49,FAIL
50,FAIL
51,EXC
52,FAIL
53,LIVE
54,FAIL
55,FAIL
56,EXC
57,LIVE
58,EXC
59,LIVE
60,LIVE
61,EXC
62,LIVE
63,FAIL
64,FAIL
65,LIVE
66,EXC
67,FAIL
68,FAIL
69,EXC
70,FAIL
71,FAIL
72,EXC
73,FAIL
74,FAIL
75,FAIL
76,EXC
77,LIVE
78,LIVE
79,LIVE
80,LIVE
81,LIVE
82,LIVE
83,FAIL
84,EXC
85,FAIL
86,FAIL
87,EXC
88,FAIL
89,FAIL
90,FAIL
91,FAIL
92,FAIL
93,FAIL
94,LIVE
95,EXC
96,LIVE
97,LIVE
98,EXC
99,LIVE
100,FAIL
101,FAIL
102,LIVE
103,EXC
104,FAIL
105,EXC
106,FAIL
107,EXC
108,FAIL
109,EXC
110,LIVE
111,EXC
112,FAIL
113,EXC
114,FAIL
115,EXC
116,FAIL
117,FAIL
118,LIVE
119,EXC
120,EXC
121,EXC
122,LIVE
123,EXC
124,EXC
125,EXC
126,EXC
127,EXC
128,EXC
129,EXC
130,EXC
131,EXC
132,EXC
133,EXC
134,EXC
135,LIVE
136,EXC
137,EXC
138,EXC
139,EXC
140,EXC
141,EXC
142,EXC
143,EXC
144,EXC
145,EXC
146,EXC
147,EXC
148,LIVE
149,EXC
150,EXC
151,LIVE
152,EXC
153,LIVE
154,EXC
155,EXC
156,EXC
157,EXC
158,EXC
159,EXC
160,EXC
161,EXC
162,EXC
163,EXC
164,EXC
165,EXC
166,EXC
167,EXC
168,EXC
169,EXC
170,EXC
171,EXC
172,EXC
173,EXC
174,EXC
175,EXC
176,EXC
177,EXC
178,EXC
179,EXC
180,EXC
181,EXC
182,EXC
183,EXC
184,EXC
185,EXC
186,EXC
187,EXC
188,EXC
189,EXC
190,EXC
191,EXC
192,EXC
193,EXC
194,EXC
195,EXC
196,EXC
197,EXC
198,EXC
199,EXC
200,EXC
201,LIVE
202,LIVE
203,FAIL
204,FAIL
205,FAIL
206,EXC
207,EXC
208,FAIL
209,LIVE
210,EXC
211,EXC
212,EXC
213,FAIL
214,EXC
215,EXC
216,EXC
217,EXC
218,EXC
219,EXC
220,EXC
221,EXC
222,EXC
223,FAIL
224,EXC
225,EXC
226,EXC
227,EXC
228,FAIL
229,EXC
230,FAIL
231,FAIL
232,EXC
233,FAIL
234,EXC
235,EXC
236,EXC
237,EXC
238,EXC
239,FAIL
240,EXC
241,EXC
242,EXC
243,FAIL
244,FAIL
245,EXC
246,EXC
247,FAIL
248,EXC
249,FAIL
250,EXC
251,EXC
252,EXC
253,EXC
254,EXC
255,LIVE
256,LIVE
257,FAIL
258,FAIL
259,FAIL
260,FAIL
261,FAIL
262,FAIL
263,FAIL
264,FAIL
265,FAIL
266,FAIL
267,FAIL
268,FAIL
269,FAIL
270,FAIL
271,FAIL
272,EXC
273,FAIL
274,FAIL
275,FAIL
276,FAIL
277,LIVE
278,LIVE
279,LIVE
280,EXC
281,FAIL
282,LIVE
283,EXC
284,LIVE
285,EXC
286,FAIL
287,FAIL
288,EXC
289,FAIL
290,FAIL
291,EXC
292,FAIL
293,FAIL
294,FAIL
295,FAIL
296,FAIL
297,LIVE
298,EXC
299,LIVE
300,EXC
301,FAIL
302,FAIL
303,FAIL
304,FAIL
305,FAIL
306,FAIL
307,EXC
308,LIVE
309,EXC
310,LIVE
311,EXC
312,FAIL
313,FAIL
314,FAIL
315,FAIL
316,FAIL
317,FAIL
318,EXC
319,FAIL
320,LIVE
321,LIVE
322,FAIL
323,LIVE
324,EXC
325,EXC
326,EXC
327,FAIL
328,EXC
329,FAIL
330,FAIL
331,FAIL
332,FAIL
333,FAIL
334,LIVE
335,FAIL
336,FAIL
337,FAIL
338,EXC
339,FAIL
340,EXC
341,FAIL
342,FAIL
343,EXC
344,EXC
345,EXC
346,FAIL
347,FAIL
348,EXC
349,FAIL
350,EXC
351,EXC
352,LIVE
353,EXC
354,EXC
355,LIVE
356,LIVE
357,EXC
358,FAIL
359,FAIL
360,EXC
361,LIVE
362,EXC
363,FAIL
364,FAIL
365,FAIL
366,LIVE
367,FAIL
368,FAIL
369,FAIL
370,FAIL
371,FAIL
372,FAIL
373,FAIL
374,EXC
375,EXC
376,FAIL
377,FAIL
378,FAIL
379,FAIL
