MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,FAIL
3,FAIL
4,FAIL
5,FAIL
6,FAIL
7,FAIL
8,FAIL
9,FAIL
10,FAIL
11,FAIL
12,FAIL
13,FAIL
14,FAIL
15,LIVE
16,LIVE
17,EXC
18,EXC
19,FAIL
20,FAIL
21,FAIL
22,FAIL
23,FAIL
24,FAIL
25,FAIL
26,FAIL
27,FAIL
28,FAIL
29,FAIL
30,FAIL
31,EXC
32,EXC
33,EXC
34,EXC
35,FAIL
36,FAIL
37,FAIL
38,FAIL
39,FAIL
40,FAIL
41,FAIL
42,FAIL
43,FAIL
44,FAIL
45,EXC
46,EXC
47,EXC
48,EXC
49,FAIL
50,FAIL
51,FAIL
52,FAIL
53,FAIL
54,FAIL
55,FAIL
56,FAIL
57,FAIL
58,FAIL
59,EXC
60,EXC
61,EXC
62,EXC
63,FAIL
64,FAIL
65,FAIL
66,FAIL
67,FAIL
68,FAIL
69,FAIL
70,FAIL
71,FAIL
72,FAIL
73,EXC
74,EXC
75,EXC
76,EXC
77,FAIL
78,FAIL
79,FAIL
80,FAIL
81,FAIL
82,FAIL
83,FAIL
84,FAIL
85,FAIL
86,FAIL
87,FAIL
88,FAIL
89,FAIL
90,FAIL
91,FAIL
92,FAIL
93,FAIL
94,FAIL
95,FAIL
96,FAIL
97,FAIL
98,FAIL
99,FAIL
100,FAIL
101,FAIL
102,FAIL
103,FAIL
104,FAIL
105,FAIL
106,FAIL
107,FAIL
108,FAIL
109,FAIL
110,FAIL
111,FAIL
112,FAIL
113,FAIL
114,FAIL
115,EXC
116,EXC
117,LIVE
118,EXC
119,EXC
120,EXC
121,LIVE
122,LIVE
123,EXC
124,EXC
125,EXC
126,LIVE
127,EXC
128,EXC
129,EXC
130,EXC
131,LIVE
132,EXC
133,LIVE
134,EXC
135,LIVE
136,EXC
137,EXC
138,LIVE
139,EXC
140,EXC
141,EXC
142,LIVE
143,EXC
144,LIVE
145,EXC
146,EXC
147,FAIL
148,FAIL
149,FAIL
150,FAIL
151,FAIL
152,FAIL
153,FAIL
154,FAIL
155,FAIL
156,FAIL
157,FAIL
158,FAIL
159,FAIL
160,FAIL
161,FAIL
162,EXC
163,FAIL
164,FAIL
165,EXC
166,FAIL
167,LIVE
168,FAIL
169,FAIL
170,LIVE
171,LIVE
172,LIVE
173,FAIL
174,LIVE
175,FAIL
176,FAIL
177,FAIL
178,FAIL
