MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,EXC
3,LIVE
4,EXC
5,LIVE
6,EXC
7,FAIL
8,FAIL
9,LIVE
10,LIVE
11,LIVE
12,EXC
13,FAIL
14,LIVE
15,LIVE
16,FAIL
17,FAIL
18,FAIL
19,FAIL
20,FAIL
21,FAIL
22,FAIL
23,FAIL
24,FAIL
25,FAIL
26,FAIL
27,EXC
28,FAIL
29,FAIL
30,LIVE
31,EXC
32,LIVE
33,LIVE
34,EXC
35,LIVE
36,FAIL
37,FAIL
38,FAIL
39,EXC
40,FAIL
41,EXC
42,FAIL
43,FAIL
44,FAIL
45,FAIL
46,FAIL
47,FAIL
48,FAIL
49,LIVE
50,FAIL
51,FAIL
52,LIVE
53,LIVE
54,FAIL
55,FAIL
56,FAIL
57,FAIL
58,EXC
59,FAIL
60,EXC
61,EXC
62,FAIL
63,FAIL
64,FAIL
65,FAIL
66,FAIL
67,FAIL
68,FAIL
69,EXC
70,FAIL
71,LIVE
72,FAIL
73,FAIL
74,EXC
75,FAIL
76,FAIL
77,FAIL
78,EXC
79,FAIL
80,LIVE
81,LIVE
82,FAIL
83,LIVE
84,FAIL
85,LIVE
86,FAIL
87,LIVE
88,LIVE
89,LIVE
90,FAIL
91,FAIL
92,FAIL
93,FAIL
