MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,FAIL
3,FAIL
4,FAIL
5,FAIL
6,FAIL
7,FAIL
8,FAIL
9,FAIL
10,EXC
11,FAIL
12,FAIL
13,FAIL
14,FAIL
15,FAIL
16,EXC
17,FAIL
18,FAIL
19,FAIL
20,FAIL
21,FAIL
22,FAIL
23,EXC
24,EXC
25,FAIL
26,EXC
27,EXC
28,FAIL
29,FAIL
30,LIVE
31,LIVE
32,FAIL
33,LIVE
34,LIVE
35,FAIL
36,FAIL
37,LIVE
38,LIVE
39,FAIL
40,FAIL
41,FAIL
42,LIVE
43,FAIL
44,EXC
45,EXC
46,EXC
47,FAIL
48,FAIL
49,EXC
50,EXC
51,EXC
52,FAIL
53,LIVE
54,LIVE
55,LIVE
56,FAIL
57,EXC
58,LIVE
59,EXC
60,FAIL
61,FAIL
62,EXC
63,LIVE
64,FAIL
65,LIVE
66,FAIL
67,FAIL
68,LIVE
69,LIVE
70,FAIL
71,FAIL
72,FAIL
73,FAIL
74,FAIL
75,LIVE
76,LIVE
77,EXC
78,EXC
79,FAIL
80,EXC
81,FAIL
82,EXC
83,EXC
84,FAIL
85,LIVE
86,EXC
87,EXC
88,FAIL
89,FAIL
90,FAIL
91,FAIL
92,LIVE
93,FAIL
94,EXC
95,FAIL
96,FAIL
97,FAIL
98,FAIL
99,LIVE
100,FAIL
101,EXC
102,EXC
103,EXC
104,EXC
105,FAIL
106,FAIL
107,FAIL
108,EXC
109,FAIL
110,EXC
111,EXC
112,FAIL
113,EXC
114,FAIL
115,LIVE
116,EXC
117,EXC
118,FAIL
119,FAIL
120,EXC
121,EXC
122,FAIL
123,EXC
124,EXC
125,FAIL
126,FAIL
127,EXC
128,EXC
129,EXC
130,EXC
131,FAIL
132,EXC
133,EXC
134,FAIL
135,LIVE
136,EXC
137,EXC
138,EXC
139,EXC
140,EXC
141,FAIL
142,EXC
143,FAIL
144,EXC
145,FAIL
146,LIVE
147,EXC
148,EXC
149,FAIL
150,FAIL
151,EXC
152,EXC
153,FAIL
154,FAIL
155,EXC
156,FAIL
157,EXC
158,EXC
159,EXC
160,EXC
161,EXC
162,EXC
163,EXC
164,FAIL
165,FAIL
166,EXC
167,EXC
168,FAIL
169,FAIL
170,EXC
171,EXC
172,FAIL
173,FAIL
174,FAIL
175,FAIL
176,EXC
177,FAIL
178,FAIL
179,FAIL
180,FAIL
181,FAIL
182,FAIL
