MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,FAIL
3,FAIL
4,FAIL
5,TIME
6,EXC
7,EXC
8,FAIL
9,FAIL
10,EXC
11,FAIL
12,LIVE
13,EXC
14,FAIL
15,FAIL
16,LIVE
17,LIVE
18,FAIL
19,FAIL
20,FAIL
21,LIVE
22,LIVE
23,LIVE
24,LIVE
25,LIVE
26,FAIL
27,LIVE
28,EXC
29,LIVE
30,EXC
31,LIVE
32,LIVE
33,FAIL
34,LIVE
35,FAIL
36,EXC
37,EXC
38,EXC
39,EXC
40,EXC
41,EXC
42,EXC
43,FAIL
44,EXC
45,EXC
46,FAIL
47,EXC
48,EXC
49,FAIL
50,EXC
51,EXC
52,EXC
53,EXC
54,FAIL
55,EXC
56,LIVE
57,EXC
58,FAIL
59,EXC
60,FAIL
61,FAIL
62,FAIL
63,EXC
64,EXC
65,EXC
66,EXC
67,FAIL
68,FAIL
69,FAIL
70,EXC
71,FAIL
72,LIVE
73,EXC
74,EXC
75,FAIL
76,EXC
