MutantNo,[FAIL | TIME | EXC | LIVE]
1,EXC
2,FAIL
3,FAIL
4,EXC
5,FAIL
6,LIVE
7,EXC
8,FAIL
9,EXC
10,FAIL
11,FAIL
12,EXC
13,FAIL
14,LIVE
15,LIVE
16,FAIL
17,LIVE
18,EXC
19,FAIL
20,EXC
21,LIVE
22,FAIL
23,EXC
24,FAIL
25,FAIL
26,EXC
27,FAIL
28,FAIL
29,FAIL
30,FAIL
31,LIVE
32,FAIL
33,FAIL
34,FAIL
35,FAIL
36,FAIL
37,FAIL
38,FAIL
39,FAIL
40,FAIL
41,LIVE
42,FAIL
43,EXC
44,FAIL
45,LIVE
46,FAIL
47,EXC
48,FAIL
49,FAIL
50,EXC
51,FAIL
52,FAIL
53,FAIL
54,EXC
55,FAIL
56,FAIL
57,FAIL
58,FAIL
59,FAIL
60,FAIL
61,FAIL
62,FAIL
63,FAIL
64,LIVE
65,FAIL
66,LIVE
67,LIVE
68,FAIL
69,FAIL
70,FAIL
71,LIVE
72,LIVE
73,FAIL
74,LIVE
75,FAIL
76,FAIL
77,LIVE
78,FAIL
79,FAIL
80,LIVE
81,LIVE
82,FAIL
83,LIVE
84,LIVE
85,FAIL
86,LIVE
87,FAIL
88,FAIL
89,FAIL
90,FAIL
91,FAIL
92,FAIL
93,FAIL
94,EXC
95,EXC
96,EXC
97,EXC
98,EXC
99,FAIL
100,FAIL
101,LIVE
102,LIVE
103,FAIL
104,EXC
105,FAIL
106,FAIL
107,LIVE
108,EXC
109,FAIL
110,FAIL
111,EXC
112,FAIL
113,FAIL
114,FAIL
115,LIVE
116,LIVE
117,FAIL
118,FAIL
119,LIVE
120,FAIL
121,FAIL
122,FAIL
123,EXC
124,EXC
125,FAIL
126,FAIL
127,FAIL
128,FAIL
129,FAIL
130,FAIL
131,FAIL
132,FAIL
133,FAIL
134,LIVE
135,LIVE
136,FAIL
137,EXC
138,LIVE
139,FAIL
140,EXC
141,FAIL
142,EXC
143,LIVE
144,FAIL
145,LIVE
146,LIVE
147,FAIL
148,LIVE
149,LIVE
150,FAIL
151,EXC
152,FAIL
153,LIVE
154,LIVE
155,FAIL
156,EXC
157,FAIL
158,FAIL
159,FAIL
160,EXC
161,FAIL
162,EXC
163,LIVE
164,FAIL
165,FAIL
166,EXC
167,FAIL
168,EXC
169,FAIL
170,FAIL
171,EXC
172,FAIL
173,FAIL
174,FAIL
175,LIVE
176,FAIL
177,FAIL
178,LIVE
179,FAIL
180,FAIL
181,EXC
182,LIVE
183,LIVE
184,FAIL
185,EXC
186,FAIL
187,LIVE
188,EXC
189,LIVE
190,LIVE
191,FAIL
192,EXC
193,FAIL
194,LIVE
195,EXC
196,LIVE
197,FAIL
198,LIVE
199,LIVE
200,FAIL
201,EXC
202,FAIL
203,FAIL
204,FAIL
205,LIVE
206,LIVE
207,LIVE
208,FAIL
209,LIVE
210,LIVE
211,LIVE
212,FAIL
214,LIVE
215,LIVE
216,FAIL
217,LIVE
218,FAIL
219,FAIL
220,FAIL
221,FAIL
222,FAIL
223,FAIL
224,FAIL
225,LIVE
226,EXC
227,EXC
228,LIVE
229,LIVE
230,LIVE
231,LIVE
232,EXC
233,LIVE
234,FAIL
235,LIVE
236,LIVE
237,EXC
238,LIVE
239,EXC
240,FAIL
241,FAIL
242,FAIL
243,FAIL
244,FAIL
245,EXC
246,LIVE
247,FAIL
248,EXC
249,EXC
250,FAIL
251,FAIL
252,FAIL
253,FAIL
254,LIVE
255,FAIL
256,FAIL
257,EXC
258,LIVE
259,LIVE
260,FAIL
261,LIVE
262,LIVE
263,LIVE
264,LIVE
265,FAIL
266,EXC
267,FAIL
268,FAIL
269,LIVE
270,FAIL
271,LIVE
272,FAIL
273,FAIL
274,EXC
275,FAIL
276,FAIL
277,FAIL
278,FAIL
279,LIVE
280,FAIL
281,FAIL
282,FAIL
283,FAIL
284,LIVE
285,LIVE
286,LIVE
287,EXC
288,LIVE
289,EXC
290,LIVE
291,EXC
292,FAIL
293,EXC
294,EXC
295,EXC
296,EXC
297,FAIL
298,FAIL
299,EXC
300,LIVE
301,EXC
302,FAIL
303,LIVE
304,LIVE
305,LIVE
306,LIVE
307,FAIL
308,FAIL
309,LIVE
310,FAIL
311,LIVE
312,FAIL
313,FAIL
314,FAIL
315,FAIL
316,EXC
317,EXC
318,EXC
319,FAIL
320,FAIL
321,LIVE
322,FAIL
323,EXC
324,EXC
325,EXC
326,EXC
327,EXC
328,EXC
329,EXC
330,FAIL
331,EXC
332,FAIL
333,EXC
334,FAIL
335,EXC
336,FAIL
337,FAIL
338,LIVE
339,EXC
340,FAIL
341,EXC
342,TIME
343,TIME
344,TIME
345,TIME
346,TIME
347,TIME
348,TIME
349,FAIL
350,EXC
351,EXC
352,FAIL
353,EXC
354,FAIL
355,EXC
356,EXC
357,EXC
358,EXC
359,LIVE
360,LIVE
361,EXC
362,EXC
363,EXC
364,EXC
365,LIVE
366,LIVE
367,EXC
368,EXC
369,FAIL
370,FAIL
371,LIVE
372,LIVE
373,EXC
374,LIVE
375,LIVE
376,EXC
377,EXC
378,LIVE
379,LIVE
380,LIVE
381,LIVE
382,FAIL
383,FAIL
384,FAIL
385,FAIL
386,FAIL
387,FAIL
388,LIVE
389,EXC
390,FAIL
391,EXC
392,FAIL
393,EXC
394,LIVE
395,EXC
396,EXC
397,EXC
398,EXC
399,EXC
400,FAIL
401,EXC
402,EXC
403,EXC
404,FAIL
405,LIVE
406,FAIL
407,LIVE
408,FAIL
409,FAIL
410,EXC
411,LIVE
412,FAIL
413,EXC
414,EXC
415,FAIL
416,LIVE
417,EXC
418,LIVE
419,LIVE
420,LIVE
421,EXC
422,FAIL
423,FAIL
424,EXC
425,EXC
426,LIVE
427,LIVE
428,EXC
429,FAIL
430,EXC
431,EXC
432,LIVE
433,LIVE
434,FAIL
435,EXC
436,FAIL
437,FAIL
438,FAIL
439,FAIL
440,LIVE
441,FAIL
442,FAIL
443,EXC
444,EXC
445,EXC
446,LIVE
447,LIVE
450,LIVE
451,FAIL
452,LIVE
453,EXC
454,EXC
455,LIVE
456,FAIL
457,EXC
458,LIVE
460,LIVE
461,LIVE
462,EXC
463,EXC
464,LIVE
465,LIVE
466,EXC
467,EXC
468,LIVE
469,LIVE
470,LIVE
471,EXC
472,LIVE
473,EXC
474,LIVE
475,LIVE
476,FAIL
477,EXC
478,LIVE
479,LIVE
