MutantNo,[FAIL | TIME | EXC | LIVE]
1,EXC
2,FAIL
3,FAIL
4,LIVE
5,FAIL
6,FAIL
7,EXC
8,FAIL
9,EXC
10,FAIL
11,EXC
12,FAIL
13,LIVE
14,LIVE
15,EXC
16,EXC
17,EXC
18,EXC
19,FAIL
20,EXC
21,LIVE
22,EXC
23,EXC
24,EXC
25,EXC
26,EXC
27,EXC
28,EXC
29,FAIL
30,EXC
31,FAIL
32,FAIL
33,EXC
34,EXC
35,FAIL
36,FAIL
37,FAIL
38,LIVE
39,FAIL
40,FAIL
41,FAIL
42,LIVE
43,FAIL
44,FAIL
45,EXC
46,LIVE
47,LIVE
48,LIVE
49,FAIL
50,EXC
51,EXC
52,FAIL
53,EXC
54,EXC
55,LIVE
56,FAIL
57,EXC
58,EXC
59,FAIL
60,FAIL
61,EXC
62,TIME
63,TIME
64,LIVE
65,LIVE
66,FAIL
67,LIVE
68,LIVE
69,FAIL
70,EXC
71,FAIL
72,LIVE
73,FAIL
74,EXC
75,FAIL
76,FAIL
77,EXC
78,TIME
79,EXC
80,LIVE
81,LIVE
82,LIVE
83,FAIL
84,EXC
85,EXC
86,EXC
87,FAIL
88,EXC
89,FAIL
90,LIVE
91,EXC
92,EXC
93,EXC
94,FAIL
95,EXC
96,EXC
97,EXC
98,EXC
99,FAIL
100,FAIL
101,EXC
102,TIME
103,FAIL
104,LIVE
105,LIVE
106,FAIL
107,LIVE
108,FAIL
109,EXC
110,FAIL
111,LIVE
112,EXC
113,EXC
114,EXC
115,FAIL
116,EXC
117,EXC
118,EXC
119,FAIL
120,LIVE
121,FAIL
122,EXC
123,FAIL
124,FAIL
125,EXC
126,TIME
127,FAIL
128,EXC
129,EXC
130,LIVE
131,LIVE
132,LIVE
133,FAIL
134,EXC
135,EXC
136,FAIL
137,EXC
138,LIVE
139,EXC
140,FAIL
141,FAIL
142,EXC
143,LIVE
144,LIVE
145,EXC
146,LIVE
147,LIVE
148,LIVE
149,EXC
150,FAIL
151,EXC
152,FAIL
153,EXC
154,FAIL
155,EXC
156,FAIL
157,LIVE
158,EXC
159,EXC
160,EXC
161,LIVE
162,FAIL
163,EXC
164,EXC
165,EXC
166,EXC
167,EXC
168,FAIL
169,FAIL
170,EXC
171,EXC
172,EXC
173,EXC
174,EXC
175,FAIL
176,FAIL
177,FAIL
178,FAIL
179,FAIL
180,FAIL
181,EXC
182,FAIL
183,EXC
184,FAIL
185,FAIL
186,FAIL
187,LIVE
188,FAIL
189,FAIL
190,FAIL
191,FAIL
192,FAIL
193,FAIL
194,FAIL
195,FAIL
196,FAIL
197,FAIL
198,FAIL
199,FAIL
200,FAIL
201,FAIL
202,FAIL
203,FAIL
204,FAIL
205,FAIL
206,FAIL
207,FAIL
208,FAIL
209,FAIL
210,FAIL
211,FAIL
212,FAIL
213,FAIL
214,FAIL
215,TIME
216,FAIL
217,FAIL
218,TIME
219,FAIL
220,LIVE
221,FAIL
222,FAIL
223,FAIL
224,LIVE
225,EXC
226,EXC
227,EXC
228,EXC
229,EXC
230,FAIL
231,LIVE
232,LIVE
233,FAIL
234,LIVE
235,LIVE
236,LIVE
237,LIVE
238,LIVE
239,FAIL
240,FAIL
241,LIVE
242,EXC
243,FAIL
244,FAIL
245,FAIL
246,FAIL
247,FAIL
248,FAIL
249,FAIL
250,LIVE
251,LIVE
252,FAIL
253,LIVE
254,LIVE
255,FAIL
256,LIVE
257,LIVE
258,LIVE
259,FAIL
260,FAIL
261,FAIL
262,FAIL
263,FAIL
264,FAIL
265,EXC
266,FAIL
267,EXC
268,FAIL
269,LIVE
270,EXC
271,EXC
272,EXC
273,LIVE
274,FAIL
275,FAIL
276,EXC
277,EXC
278,EXC
279,EXC
280,EXC
281,FAIL
282,EXC
283,LIVE
284,EXC
285,LIVE
286,EXC
287,FAIL
288,EXC
289,EXC
290,EXC
291,EXC
292,EXC
293,FAIL
294,EXC
295,LIVE
296,LIVE
297,EXC
298,FAIL
299,LIVE
300,FAIL
301,EXC
302,FAIL
303,LIVE
304,EXC
305,FAIL
306,FAIL
307,LIVE
308,FAIL
309,FAIL
310,LIVE
311,FAIL
312,LIVE
313,LIVE
314,FAIL
315,LIVE
316,FAIL
317,LIVE
318,FAIL
319,FAIL
320,TIME
321,FAIL
322,FAIL
323,FAIL
324,FAIL
325,FAIL
326,EXC
327,FAIL
328,FAIL
329,FAIL
330,FAIL
331,FAIL
332,FAIL
333,FAIL
334,EXC
335,EXC
336,EXC
337,EXC
338,EXC
339,FAIL
340,FAIL
341,FAIL
342,FAIL
343,FAIL
344,FAIL
345,FAIL
346,EXC
347,EXC
348,EXC
349,EXC
350,EXC
351,FAIL
352,FAIL
353,EXC
354,LIVE
355,LIVE
356,EXC
357,FAIL
358,LIVE
359,FAIL
360,FAIL
361,TIME
362,FAIL
363,FAIL
364,FAIL
365,FAIL
366,LIVE
367,FAIL
368,FAIL
369,EXC
370,EXC
371,EXC
372,FAIL
373,FAIL
374,EXC
375,LIVE
376,EXC
377,FAIL
378,FAIL
379,EXC
380,LIVE
381,EXC
382,FAIL
383,FAIL
384,FAIL
385,FAIL
386,EXC
387,EXC
388,LIVE
389,FAIL
390,EXC
391,EXC
392,EXC
393,FAIL
394,FAIL
395,LIVE
396,LIVE
397,FAIL
398,LIVE
399,LIVE
400,LIVE
401,LIVE
402,LIVE
403,FAIL
404,LIVE
405,LIVE
406,LIVE
407,LIVE
408,EXC
409,LIVE
410,EXC
411,FAIL
412,FAIL
413,EXC
414,LIVE
415,EXC
416,FAIL
417,FAIL
418,FAIL
419,FAIL
420,LIVE
421,LIVE
422,FAIL
423,LIVE
424,LIVE
425,FAIL
426,LIVE
427,FAIL
428,LIVE
429,LIVE
430,FAIL
431,LIVE
432,FAIL
433,EXC
434,FAIL
435,FAIL
436,LIVE
437,LIVE
438,FAIL
439,LIVE
440,LIVE
441,FAIL
442,LIVE
443,FAIL
444,LIVE
445,EXC
446,LIVE
447,LIVE
448,EXC
449,LIVE
450,LIVE
451,EXC
452,LIVE
453,LIVE
454,EXC
455,LIVE
456,FAIL
457,FAIL
458,LIVE
459,FAIL
460,FAIL
461,FAIL
462,EXC
463,FAIL
464,EXC
465,EXC
466,EXC
467,FAIL
468,FAIL
469,EXC
470,LIVE
471,EXC
472,FAIL
473,FAIL
474,EXC
475,LIVE
476,EXC
477,FAIL
478,FAIL
479,FAIL
480,FAIL
481,EXC
482,EXC
483,EXC
484,FAIL
485,FAIL
486,EXC
487,LIVE
488,LIVE
489,FAIL
490,FAIL
491,FAIL
492,FAIL
493,FAIL
494,FAIL
495,FAIL
496,EXC
497,EXC
498,EXC
499,FAIL
500,FAIL
501,FAIL
502,FAIL
503,FAIL
504,LIVE
505,FAIL
506,FAIL
