MutantNo,[FAIL | TIME | EXC | LIVE]
1,EXC
2,LIVE
3,LIVE
4,LIVE
5,LIVE
6,FAIL
7,EXC
8,EXC
9,EXC
10,LIVE
11,EXC
12,EXC
13,FAIL
14,FAIL
15,EXC
16,LIVE
17,EXC
18,EXC
19,EXC
20,EXC
21,FAIL
22,FAIL
23,EXC
24,LIVE
25,EXC
26,FAIL
27,TIME
28,FAIL
29,FAIL
30,FAIL
31,FAIL
32,EXC
33,LIVE
34,LIVE
35,LIVE
36,EXC
37,FAIL
38,EXC
39,FAIL
40,FAIL
41,EXC
42,FAIL
43,FAIL
44,EXC
45,FAIL
46,FAIL
47,FAIL
48,FAIL
49,FAIL
50,FAIL
51,FAIL
52,FAIL
53,FAIL
54,FAIL
55,FAIL
56,EXC
57,LIVE
58,EXC
59,FAIL
60,FAIL
61,FAIL
62,FAIL
63,FAIL
64,FAIL
65,FAIL
66,FAIL
67,FAIL
68,FAIL
69,FAIL
70,FAIL
71,FAIL
72,FAIL
73,FAIL
74,FAIL
75,FAIL
76,EXC
77,LIVE
78,EXC
79,FAIL
80,FAIL
81,FAIL
82,FAIL
83,FAIL
84,FAIL
85,LIVE
86,FAIL
87,FAIL
88,FAIL
89,EXC
90,EXC
91,FAIL
92,EXC
93,EXC
94,EXC
95,EXC
96,LIVE
97,LIVE
98,EXC
99,LIVE
100,EXC
101,EXC
102,FAIL
103,FAIL
104,EXC
105,EXC
106,LIVE
107,EXC
108,EXC
109,EXC
110,EXC
111,EXC
112,EXC
113,EXC
114,FAIL
115,EXC
116,EXC
117,EXC
118,EXC
119,EXC
120,EXC
121,EXC
122,FAIL
123,FAIL
124,LIVE
125,FAIL
126,FAIL
127,LIVE
128,EXC
129,FAIL
130,FAIL
131,FAIL
132,FAIL
133,FAIL
134,FAIL
135,FAIL
136,FAIL
137,FAIL
138,EXC
139,LIVE
140,EXC
141,FAIL
142,FAIL
143,FAIL
144,FAIL
145,FAIL
146,FAIL
147,FAIL
148,FAIL
149,LIVE
150,LIVE
151,LIVE
152,LIVE
153,EXC
154,EXC
155,FAIL
156,EXC
157,EXC
158,EXC
159,FAIL
160,EXC
161,EXC
162,EXC
163,LIVE
