MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,FAIL
3,EXC
4,EXC
5,FAIL
6,LIVE
7,LIVE
8,LIVE
9,EXC
10,FAIL
11,FAIL
12,LIVE
13,EXC
14,FAIL
15,LIVE
16,LIVE
17,LIVE
18,LIVE
19,FAIL
20,FAIL
21,EXC
22,EXC
23,FAIL
24,LIVE
25,LIVE
26,LIVE
27,EXC
28,FAIL
29,EXC
30,EXC
31,FAIL
32,EXC
33,FAIL
34,EXC
35,EXC
36,EXC
37,EXC
38,EXC
39,EXC
40,EXC
41,EXC
42,EXC
43,EXC
44,EXC
45,EXC
46,EXC
47,EXC
48,EXC
49,EXC
50,EXC
51,EXC
52,EXC
53,EXC
54,EXC
55,FAIL
56,FAIL
57,EXC
58,FAIL
59,EXC
60,FAIL
61,FAIL
62,EXC
63,EXC
64,EXC
65,LIVE
66,EXC
67,EXC
68,FAIL
69,FAIL
70,EXC
71,FAIL
72,EXC
73,EXC
74,EXC
75,FAIL
76,EXC
77,EXC
78,EXC
79,EXC
80,LIVE
81,EXC
82,EXC
83,FAIL
84,FAIL
85,EXC
86,EXC
87,EXC
88,EXC
89,EXC
90,FAIL
91,FAIL
92,FAIL
93,LIVE
94,EXC
95,EXC
96,FAIL
97,LIVE
98,EXC
99,EXC
100,EXC
101,EXC
102,EXC
103,FAIL
104,EXC
105,EXC
106,EXC
107,FAIL
108,EXC
109,EXC
110,EXC
111,EXC
112,LIVE
113,EXC
114,EXC
115,FAIL
116,FAIL
117,EXC
118,LIVE
119,EXC
120,EXC
121,EXC
122,EXC
123,EXC
124,EXC
125,LIVE
126,FAIL
127,EXC
128,FAIL
129,LIVE
130,EXC
131,EXC
132,EXC
133,EXC
134,EXC
135,LIVE
136,EXC
137,LIVE
138,EXC
139,LIVE
140,EXC
141,LIVE
142,EXC
143,FAIL
144,FAIL
145,FAIL
146,FAIL
147,FAIL
148,FAIL
149,FAIL
150,FAIL
151,LIVE
152,FAIL
153,FAIL
154,FAIL
155,LIVE
156,LIVE
157,FAIL
158,LIVE
159,LIVE
160,FAIL
161,FAIL
162,LIVE
163,FAIL
164,FAIL
165,FAIL
166,FAIL
167,FAIL
168,FAIL
169,FAIL
170,FAIL
171,LIVE
172,FAIL
173,FAIL
174,FAIL
175,LIVE
176,FAIL
177,EXC
178,FAIL
179,FAIL
180,FAIL
181,FAIL
182,LIVE
183,FAIL
184,FAIL
185,FAIL
