MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,FAIL
3,TIME
4,FAIL
5,FAIL
6,EXC
7,EXC
8,EXC
9,EXC
10,EXC
11,LIVE
12,LIVE
13,EXC
14,LIVE
15,FAIL
16,LIVE
17,LIVE
18,EXC
19,LIVE
20,EXC
21,FAIL
22,LIVE
23,TIME
24,FAIL
25,EXC
26,LIVE
27,LIVE
28,EXC
29,FAIL
30,EXC
31,FAIL
32,LIVE
33,EXC
34,EXC
35,TIME
36,LIVE
37,EXC
38,LIVE
39,TIME
40,LIVE
41,EXC
42,LIVE
43,EXC
44,LIVE
45,LIVE
46,LIVE
47,LIVE
48,EXC
49,LIVE
50,EXC
51,EXC
52,EXC
53,LIVE
54,LIVE
55,LIVE
56,EXC
57,LIVE
58,FAIL
59,EXC
60,LIVE
61,FAIL
62,LIVE
63,LIVE
64,EXC
65,FAIL
66,LIVE
67,LIVE
68,FAIL
69,EXC
70,FAIL
71,LIVE
72,TIME
73,TIME
74,TIME
75,LIVE
76,LIVE
77,EXC
78,EXC
79,EXC
80,FAIL
