MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,EXC
3,FAIL
4,FAIL
5,FAIL
6,FAIL
7,FAIL
8,FAIL
9,FAIL
10,FAIL
11,LIVE
12,LIVE
13,LIVE
14,EXC
15,FAIL
16,FAIL
17,EXC
18,FAIL
19,LIVE
20,LIVE
21,FAIL
22,LIVE
23,FAIL
24,EXC
25,LIVE
26,EXC
27,FAIL
28,FAIL
29,FAIL
30,FAIL
31,FAIL
32,FAIL
33,FAIL
34,FAIL
35,EXC
36,EXC
37,LIVE
38,FAIL
39,EXC
40,FAIL
41,EXC
42,FAIL
43,EXC
44,EXC
45,FAIL
46,EXC
47,LIVE
48,FAIL
49,EXC
50,EXC
51,FAIL
52,FAIL
53,EXC
54,FAIL
55,EXC
56,EXC
57,EXC
58,FAIL
59,EXC
60,LIVE
61,FAIL
62,LIVE
63,FAIL
64,FAIL
65,LIVE
66,FAIL
67,EXC
68,LIVE
69,LIVE
70,EXC
71,FAIL
72,EXC
73,LIVE
74,EXC
75,EXC
76,LIVE
77,EXC
78,EXC
79,EXC
80,EXC
81,FAIL
82,LIVE
83,FAIL
84,FAIL
85,EXC
86,FAIL
87,FAIL
88,FAIL
89,FAIL
90,FAIL
91,LIVE
92,LIVE
93,LIVE
94,LIVE
95,FAIL
96,FAIL
97,FAIL
98,FAIL
99,LIVE
100,FAIL
101,FAIL
102,FAIL
103,FAIL
104,LIVE
105,LIVE
106,EXC
107,FAIL
108,FAIL
109,FAIL
110,EXC
111,FAIL
112,FAIL
113,FAIL
114,FAIL
115,FAIL
116,LIVE
117,LIVE
118,EXC
119,LIVE
120,LIVE
121,LIVE
122,LIVE
123,LIVE
124,EXC
125,LIVE
126,LIVE
127,LIVE
128,EXC
129,LIVE
130,LIVE
131,LIVE
132,EXC
133,LIVE
134,EXC
135,LIVE
136,LIVE
137,LIVE
138,EXC
139,LIVE
140,FAIL
141,FAIL
142,FAIL
143,FAIL
144,FAIL
145,EXC
146,FAIL
147,FAIL
148,FAIL
149,FAIL
150,FAIL
151,FAIL
152,FAIL
153,FAIL
154,EXC
155,FAIL
156,EXC
157,FAIL
158,LIVE
159,FAIL
160,FAIL
161,FAIL
162,FAIL
163,LIVE
164,FAIL
165,LIVE
166,FAIL
167,FAIL
168,FAIL
169,FAIL
170,LIVE
171,LIVE
172,FAIL
173,FAIL
174,FAIL
175,EXC
176,FAIL
177,FAIL
178,EXC
179,LIVE
180,FAIL
