MutantNo,[FAIL | TIME | EXC | LIVE]
1,EXC
2,FAIL
3,FAIL
4,EXC
5,FAIL
6,FAIL
7,FAIL
8,FAIL
9,FAIL
10,EXC
11,FAIL
12,FAIL
13,FAIL
14,FAIL
15,FAIL
16,FAIL
17,FAIL
18,EXC
19,FAIL
20,FAIL
21,FAIL
22,FAIL
23,FAIL
24,EXC
25,FAIL
26,FAIL
27,FAIL
28,FAIL
29,FAIL
30,FAIL
31,FAIL
32,FAIL
33,FAIL
34,FAIL
35,FAIL
36,FAIL
37,FAIL
38,FAIL
39,FAIL
40,FAIL
41,EXC
42,FAIL
43,FAIL
44,FAIL
45,FAIL
46,FAIL
47,LIVE
48,FAIL
49,EXC
50,FAIL
51,LIVE
52,FAIL
53,EXC
54,FAIL
55,EXC
56,EXC
57,FAIL
58,EXC
59,FAIL
60,EXC
61,FAIL
62,FAIL
63,EXC
64,FAIL
65,FAIL
66,LIVE
67,FAIL
68,EXC
69,LIVE
70,FAIL
71,EXC
72,LIVE
73,FAIL
74,EXC
75,EXC
76,EXC
77,EXC
78,EXC
79,EXC
80,FAIL
81,EXC
82,FAIL
83,EXC
84,FAIL
85,FAIL
86,FAIL
87,FAIL
88,FAIL
89,FAIL
90,FAIL
91,FAIL
92,FAIL
93,EXC
94,FAIL
95,FAIL
96,FAIL
97,FAIL
98,EXC
99,FAIL
100,FAIL
101,FAIL
102,FAIL
103,EXC
104,FAIL
105,FAIL
106,FAIL
107,FAIL
108,FAIL
109,FAIL
110,FAIL
111,FAIL
112,FAIL
113,FAIL
114,FAIL
115,FAIL
116,FAIL
117,FAIL
118,EXC
119,EXC
120,EXC
121,EXC
122,EXC
123,FAIL
124,EXC
125,FAIL
126,EXC
127,FAIL
128,LIVE
129,FAIL
130,EXC
131,FAIL
132,FAIL
133,EXC
134,FAIL
135,EXC
136,LIVE
137,LIVE
138,FAIL
139,LIVE
140,LIVE
141,FAIL
142,LIVE
143,FAIL
144,FAIL
145,LIVE
146,LIVE
147,LIVE
148,FAIL
149,LIVE
150,LIVE
151,FAIL
152,LIVE
153,FAIL
154,FAIL
155,LIVE
156,LIVE
157,FAIL
158,LIVE
159,LIVE
160,FAIL
161,EXC
162,LIVE
163,LIVE
164,FAIL
165,FAIL
166,EXC
167,LIVE
168,LIVE
169,FAIL
170,FAIL
171,EXC
172,LIVE
173,LIVE
174,FAIL
175,LIVE
176,FAIL
177,FAIL
178,LIVE
179,FAIL
180,EXC
181,FAIL
182,LIVE
183,FAIL
184,FAIL
185,EXC
186,LIVE
187,FAIL
188,FAIL
189,LIVE
190,FAIL
191,FAIL
192,FAIL
193,LIVE
194,FAIL
195,FAIL
196,LIVE
197,LIVE
198,LIVE
199,FAIL
200,FAIL
201,EXC
202,LIVE
203,LIVE
204,FAIL
205,FAIL
206,EXC
207,LIVE
208,LIVE
209,FAIL
210,LIVE
211,FAIL
212,FAIL
213,LIVE
214,FAIL
215,EXC
216,LIVE
217,LIVE
218,FAIL
219,FAIL
220,EXC
221,LIVE
222,LIVE
223,FAIL
224,LIVE
225,FAIL
226,FAIL
227,LIVE
228,LIVE
229,FAIL
230,LIVE
231,LIVE
232,FAIL
233,FAIL
234,EXC
235,LIVE
236,LIVE
237,FAIL
238,FAIL
239,EXC
240,LIVE
241,LIVE
242,FAIL
243,FAIL
244,EXC
245,LIVE
246,LIVE
247,FAIL
248,LIVE
249,FAIL
250,FAIL
251,LIVE
252,FAIL
253,EXC
254,LIVE
255,LIVE
256,FAIL
257,FAIL
258,EXC
259,LIVE
260,LIVE
261,FAIL
262,LIVE
263,FAIL
264,FAIL
265,LIVE
266,LIVE
267,FAIL
268,LIVE
269,LIVE
270,FAIL
271,EXC
272,LIVE
273,FAIL
274,FAIL
275,FAIL
276,EXC
277,LIVE
278,FAIL
279,FAIL
280,LIVE
281,FAIL
282,FAIL
283,FAIL
284,LIVE
285,FAIL
286,FAIL
287,LIVE
288,LIVE
289,LIVE
290,FAIL
291,FAIL
292,EXC
293,LIVE
294,LIVE
295,FAIL
296,FAIL
297,EXC
298,LIVE
299,LIVE
300,FAIL
301,LIVE
302,FAIL
303,FAIL
304,LIVE
305,FAIL
306,EXC
307,LIVE
308,LIVE
309,FAIL
310,FAIL
311,EXC
312,LIVE
313,LIVE
314,FAIL
315,LIVE
316,FAIL
317,FAIL
318,LIVE
319,LIVE
320,FAIL
321,LIVE
322,LIVE
323,FAIL
324,EXC
325,LIVE
326,LIVE
327,FAIL
328,FAIL
329,EXC
330,LIVE
331,LIVE
332,FAIL
333,LIVE
334,FAIL
335,FAIL
336,LIVE
337,LIVE
338,FAIL
339,LIVE
340,LIVE
341,FAIL
342,EXC
343,EXC
344,FAIL
345,EXC
346,FAIL
347,EXC
348,FAIL
349,FAIL
350,EXC
351,FAIL
352,FAIL
353,EXC
354,FAIL
355,FAIL
356,FAIL
357,FAIL
358,EXC
359,FAIL
360,FAIL
361,LIVE
362,EXC
363,FAIL
364,FAIL
365,FAIL
366,FAIL
367,EXC
368,LIVE
369,EXC
370,FAIL
371,FAIL
372,FAIL
373,LIVE
374,LIVE
375,FAIL
376,FAIL
377,FAIL
378,FAIL
379,FAIL
380,FAIL
381,LIVE
382,FAIL
383,EXC
384,LIVE
385,LIVE
386,LIVE
387,EXC
388,LIVE
389,EXC
390,FAIL
391,FAIL
