MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,FAIL
3,FAIL
4,FAIL
5,FAIL
6,FAIL
7,FAIL
8,FAIL
9,FAIL
10,FAIL
11,FAIL
12,FAIL
25,FAIL
26,FAIL
27,FAIL
28,FAIL
29,FAIL
30,FAIL
31,FAIL
32,FAIL
33,FAIL
34,FAIL
35,FAIL
36,FAIL
37,FAIL
38,FAIL
39,FAIL
40,FAIL
41,LIVE
42,FAIL
43,FAIL
44,LIVE
45,FAIL
46,FAIL
47,EXC
48,FAIL
49,FAIL
50,EXC
51,EXC
52,EXC
53,EXC
54,LIVE
55,FAIL
56,LIVE
57,EXC
58,EXC
59,EXC
60,EXC
61,EXC
62,FAIL
63,EXC
64,EXC
65,EXC
66,EXC
67,EXC
68,EXC
69,EXC
70,LIVE
71,EXC
72,EXC
73,LIVE
74,EXC
75,LIVE
76,FAIL
77,FAIL
78,LIVE
79,EXC
80,EXC
81,LIVE
82,LIVE
83,LIVE
84,EXC
85,LIVE
86,EXC
87,LIVE
88,EXC
89,LIVE
90,LIVE
91,LIVE
92,LIVE
93,LIVE
94,LIVE
95,LIVE
96,EXC
97,LIVE
98,LIVE
99,EXC
100,LIVE
101,EXC
102,EXC
103,LIVE
104,LIVE
105,LIVE
106,EXC
107,LIVE
108,LIVE
109,EXC
110,EXC
111,FAIL
112,LIVE
113,LIVE
114,LIVE
115,EXC
116,LIVE
117,EXC
118,EXC
119,LIVE
120,EXC
121,EXC
122,EXC
123,LIVE
124,EXC
125,LIVE
126,LIVE
127,LIVE
128,EXC
129,EXC
130,LIVE
131,LIVE
132,LIVE
133,LIVE
134,LIVE
135,LIVE
136,LIVE
137,EXC
138,EXC
139,LIVE
140,EXC
141,LIVE
142,FAIL
143,EXC
144,EXC
145,EXC
146,EXC
147,EXC
148,EXC
149,EXC
150,FAIL
151,LIVE
152,LIVE
153,LIVE
154,EXC
155,EXC
156,LIVE
157,EXC
158,LIVE
159,LIVE
160,EXC
161,EXC
162,LIVE
163,LIVE
164,EXC
165,EXC
166,EXC
167,LIVE
168,EXC
169,LIVE
170,LIVE
171,LIVE
172,EXC
173,EXC
174,LIVE
175,LIVE
176,EXC
177,LIVE
178,LIVE
179,FAIL
180,FAIL
181,LIVE
182,FAIL
183,FAIL
184,LIVE
185,FAIL
186,LIVE
187,FAIL
188,LIVE
189,FAIL
190,LIVE
191,FAIL
192,FAIL
193,FAIL
