MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,EXC
3,FAIL
4,FAIL
5,LIVE
6,EXC
7,FAIL
8,LIVE
9,EXC
10,LIVE
11,EXC
12,EXC
13,EXC
14,EXC
15,LIVE
16,EXC
17,LIVE
18,LIVE
19,EXC
20,LIVE
21,EXC
22,FAIL
23,EXC
24,EXC
25,EXC
26,LIVE
27,FAIL
28,LIVE
29,FAIL
30,FAIL
31,TIME
32,EXC
33,FAIL
34,FAIL
35,EXC
36,FAIL
37,LIVE
38,EXC
39,FAIL
40,FAIL
41,FAIL
42,FAIL
43,TIME
44,FAIL
45,FAIL
46,FAIL
47,TIME
48,FAIL
49,FAIL
50,EXC
51,EXC
52,EXC
53,EXC
54,FAIL
55,FAIL
56,TIME
57,EXC
58,FAIL
59,EXC
60,EXC
61,FAIL
62,LIVE
63,EXC
64,FAIL
65,LIVE
66,EXC
67,FAIL
68,FAIL
69,LIVE
70,FAIL
71,TIME
72,LIVE
73,FAIL
74,LIVE
75,TIME
76,FAIL
77,TIME
78,FAIL
79,EXC
80,FAIL
81,LIVE
82,EXC
83,FAIL
84,LIVE
85,LIVE
86,FAIL
87,LIVE
88,EXC
89,LIVE
90,EXC
91,FAIL
92,FAIL
93,FAIL
94,FAIL
95,FAIL
96,LIVE
97,LIVE
98,LIVE
99,EXC
100,FAIL
101,FAIL
102,FAIL
103,EXC
104,LIVE
105,EXC
106,FAIL
107,FAIL
108,FAIL
109,FAIL
110,FAIL
111,FAIL
112,FAIL
113,FAIL
114,FAIL
115,FAIL
116,FAIL
117,FAIL
118,EXC
119,FAIL
120,LIVE
121,EXC
122,FAIL
123,LIVE
124,LIVE
125,FAIL
126,LIVE
127,EXC
128,LIVE
129,EXC
130,FAIL
131,FAIL
132,FAIL
133,FAIL
134,FAIL
135,LIVE
136,LIVE
137,LIVE
138,EXC
139,FAIL
140,FAIL
141,EXC
142,FAIL
143,LIVE
144,EXC
145,FAIL
146,LIVE
147,LIVE
148,FAIL
149,LIVE
150,EXC
151,LIVE
152,EXC
153,FAIL
154,FAIL
155,FAIL
156,FAIL
157,FAIL
158,LIVE
159,LIVE
160,LIVE
161,EXC
162,FAIL
163,FAIL
164,FAIL
165,EXC
166,LIVE
167,EXC
168,FAIL
169,FAIL
170,FAIL
171,FAIL
172,FAIL
173,FAIL
174,FAIL
175,FAIL
176,FAIL
177,FAIL
178,FAIL
179,FAIL
180,EXC
181,FAIL
182,LIVE
183,LIVE
184,FAIL
185,EXC
186,EXC
187,LIVE
188,LIVE
189,LIVE
190,LIVE
191,LIVE
192,FAIL
193,EXC
194,LIVE
195,EXC
196,FAIL
197,FAIL
198,FAIL
199,FAIL
200,FAIL
201,FAIL
202,FAIL
203,FAIL
204,FAIL
205,LIVE
206,LIVE
207,LIVE
208,FAIL
209,FAIL
210,FAIL
211,FAIL
212,LIVE
213,EXC
214,FAIL
215,LIVE
216,LIVE
217,FAIL
218,LIVE
219,EXC
220,LIVE
221,EXC
222,FAIL
223,EXC
224,FAIL
225,FAIL
226,LIVE
227,FAIL
228,FAIL
229,EXC
230,FAIL
231,FAIL
232,EXC
233,EXC
234,EXC
235,EXC
236,LIVE
237,LIVE
238,EXC
239,EXC
240,EXC
241,EXC
242,EXC
243,EXC
244,EXC
245,FAIL
246,EXC
247,FAIL
248,FAIL
249,EXC
250,LIVE
251,EXC
252,FAIL
253,FAIL
254,FAIL
255,FAIL
256,FAIL
257,FAIL
258,EXC
259,FAIL
260,EXC
261,EXC
262,EXC
263,EXC
264,EXC
265,FAIL
266,EXC
267,LIVE
268,EXC
269,FAIL
270,FAIL
271,FAIL
272,FAIL
273,FAIL
274,FAIL
275,EXC
276,LIVE
277,LIVE
278,LIVE
279,FAIL
280,LIVE
281,FAIL
282,LIVE
283,EXC
284,EXC
285,FAIL
286,FAIL
287,LIVE
288,FAIL
289,FAIL
290,FAIL
291,LIVE
292,EXC
293,LIVE
294,EXC
295,FAIL
296,FAIL
297,FAIL
298,FAIL
299,LIVE
300,FAIL
301,FAIL
302,EXC
303,EXC
304,LIVE
305,FAIL
306,EXC
307,FAIL
308,EXC
309,FAIL
310,LIVE
311,FAIL
312,LIVE
313,FAIL
314,FAIL
315,LIVE
316,FAIL
317,FAIL
318,EXC
319,FAIL
320,LIVE
321,FAIL
322,EXC
323,FAIL
324,FAIL
