MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,EXC
3,FAIL
4,EXC
5,LIVE
6,FAIL
7,FAIL
8,LIVE
9,LIVE
10,FAIL
11,FAIL
12,LIVE
13,LIVE
14,FAIL
15,FAIL
16,LIVE
17,EXC
18,FAIL
19,LIVE
20,EXC
21,FAIL
22,FAIL
23,LIVE
24,FAIL
25,FAIL
26,LIVE
27,FAIL
28,LIVE
29,FAIL
30,FAIL
31,FAIL
32,FAIL
33,LIVE
34,FAIL
35,LIVE
36,FAIL
37,FAIL
38,FAIL
39,FAIL
40,LIVE
41,FAIL
42,LIVE
43,FAIL
44,FAIL
45,FAIL
46,FAIL
47,LIVE
48,FAIL
49,LIVE
50,FAIL
51,FAIL
52,FAIL
53,FAIL
54,LIVE
55,LIVE
56,LIVE
57,LIVE
58,FAIL
59,FAIL
60,FAIL
61,FAIL
62,LIVE
63,EXC
64,LIVE
65,EXC
66,FAIL
67,LIVE
68,EXC
69,EXC
70,FAIL
71,FAIL
72,EXC
73,FAIL
74,EXC
75,FAIL
76,FAIL
77,FAIL
78,EXC
79,FAIL
80,FAIL
81,EXC
82,FAIL
83,FAIL
84,FAIL
85,FAIL
86,EXC
87,LIVE
88,EXC
89,FAIL
90,EXC
91,FAIL
92,FAIL
93,EXC
94,FAIL
95,LIVE
96,EXC
97,FAIL
98,EXC
99,FAIL
100,FAIL
101,EXC
102,FAIL
103,FAIL
104,FAIL
105,FAIL
106,FAIL
107,FAIL
108,FAIL
109,FAIL
110,FAIL
111,FAIL
112,FAIL
113,FAIL
114,FAIL
115,FAIL
116,LIVE
117,LIVE
118,FAIL
119,FAIL
120,LIVE
121,FAIL
122,LIVE
123,LIVE
124,FAIL
125,LIVE
126,LIVE
127,FAIL
128,LIVE
129,FAIL
130,FAIL
131,LIVE
132,FAIL
133,FAIL
134,LIVE
135,LIVE
136,FAIL
137,LIVE
138,FAIL
139,LIVE
140,LIVE
141,LIVE
142,LIVE
143,FAIL
144,FAIL
