MutantNo,[FAIL | TIME | EXC | LIVE]
1,LIVE
2,LIVE
3,FAIL
4,LIVE
5,LIVE
6,EXC
7,LIVE
8,EXC
9,FAIL
10,FAIL
11,EXC
12,LIVE
13,EXC
14,FAIL
15,FAIL
16,FAIL
17,FAIL
18,FAIL
19,FAIL
20,FAIL
21,FAIL
22,FAIL
23,FAIL
24,FAIL
25,FAIL
26,FAIL
27,FAIL
28,FAIL
29,FAIL
30,FAIL
31,FAIL
32,FAIL
33,FAIL
34,FAIL
35,FAIL
36,FAIL
37,FAIL
38,FAIL
39,FAIL
40,FAIL
41,FAIL
42,FAIL
43,EXC
44,LIVE
45,EXC
46,FAIL
47,FAIL
48,EXC
49,LIVE
50,EXC
51,FAIL
52,FAIL
53,FAIL
54,LIVE
55,FAIL
56,FAIL
57,LIVE
58,FAIL
59,FAIL
60,FAIL
61,FAIL
62,FAIL
63,FAIL
64,FAIL
65,FAIL
66,FAIL
67,FAIL
68,FAIL
69,FAIL
70,FAIL
71,FAIL
72,FAIL
73,FAIL
74,FAIL
75,FAIL
76,FAIL
77,FAIL
78,FAIL
79,FAIL
80,FAIL
81,FAIL
82,FAIL
83,FAIL
84,FAIL
85,FAIL
86,FAIL
87,FAIL
88,FAIL
89,FAIL
90,FAIL
91,EXC
92,LIVE
93,EXC
94,FAIL
95,FAIL
96,EXC
97,LIVE
98,LIVE
99,FAIL
100,FAIL
101,FAIL
102,FAIL
103,FAIL
104,FAIL
105,LIVE
106,LIVE
107,EXC
108,FAIL
109,FAIL
110,LIVE
111,FAIL
112,EXC
113,LIVE
114,EXC
115,FAIL
116,LIVE
117,FAIL
118,EXC
119,LIVE
120,EXC
121,FAIL
122,FAIL
123,FAIL
124,EXC
125,LIVE
126,EXC
127,FAIL
128,FAIL
129,FAIL
130,FAIL
131,FAIL
132,EXC
133,LIVE
134,LIVE
135,FAIL
136,FAIL
137,FAIL
138,FAIL
139,FAIL
140,FAIL
141,FAIL
142,FAIL
143,FAIL
144,FAIL
145,FAIL
146,LIVE
147,LIVE
148,EXC
149,LIVE
150,LIVE
151,FAIL
152,FAIL
153,EXC
154,EXC
155,FAIL
156,LIVE
157,FAIL
158,LIVE
159,EXC
