MutantNo,[FAIL | TIME | EXC | LIVE]
1,LIVE
2,LIVE
3,LIVE
4,FAIL
5,FAIL
6,FAIL
7,FAIL
8,FAIL
9,FAIL
10,EXC
11,FAIL
12,LIVE
13,EXC
14,FAIL
15,FAIL
16,EXC
17,FAIL
18,LIVE
19,FAIL
20,FAIL
21,FAIL
22,EXC
23,TIME
24,FAIL
25,FAIL
26,EXC
27,EXC
28,FAIL
29,EXC
30,EXC
31,FAIL
32,LIVE
33,FAIL
34,FAIL
35,FAIL
36,EXC
37,FAIL
38,FAIL
39,TIME
40,FAIL
41,FAIL
42,LIVE
43,FAIL
44,LIVE
45,FAIL
46,EXC
47,FAIL
48,FAIL
49,FAIL
50,EXC
51,EXC
52,FAIL
53,EXC
54,FAIL
55,EXC
56,FAIL
57,EXC
58,FAIL
59,LIVE
60,EXC
61,EXC
62,FAIL
63,FAIL
64,EXC
65,LIVE
66,FAIL
67,FAIL
68,FAIL
69,FAIL
70,EXC
71,LIVE
72,EXC
73,EXC
74,LIVE
75,EXC
76,EXC
77,EXC
78,TIME
79,LIVE
80,FAIL
81,FAIL
82,FAIL
83,FAIL
84,EXC
85,FAIL
86,LIVE
87,FAIL
88,FAIL
