MutantNo,[FAIL | TIME | EXC | LIVE]
1,EXC
2,EXC
3,EXC
4,LIVE
5,EXC
6,LIVE
7,LIVE
8,LIVE
9,FAIL
10,FAIL
11,FAIL
12,LIVE
13,EXC
14,LIVE
15,EXC
16,LIVE
17,EXC
18,FAIL
19,FAIL
20,LIVE
21,LIVE
22,FAIL
23,EXC
24,EXC
25,LIVE
26,EXC
27,EXC
28,EXC
29,FAIL
30,EXC
31,FAIL
32,FAIL
33,EXC
34,FAIL
35,LIVE
36,FAIL
37,LIVE
38,FAIL
39,FAIL
40,EXC
41,EXC
42,EXC
43,EXC
44,EXC
45,EXC
46,EXC
47,EXC
48,EXC
49,EXC
50,EXC
51,LIVE
52,TIME
53,EXC
54,EXC
55,EXC
56,EXC
57,EXC
58,EXC
59,EXC
60,EXC
61,FAIL
62,FAIL
63,FAIL
64,FAIL
65,FAIL
66,FAIL
67,FAIL
68,FAIL
69,FAIL
70,FAIL
71,FAIL
72,EXC
73,EXC
74,FAIL
75,EXC
76,FAIL
77,FAIL
78,FAIL
79,FAIL
80,EXC
81,EXC
82,LIVE
83,EXC
84,EXC
85,EXC
86,EXC
87,EXC
88,EXC
89,FAIL
90,EXC
91,FAIL
92,FAIL
93,FAIL
94,FAIL
95,FAIL
96,FAIL
97,FAIL
98,FAIL
99,FAIL
100,FAIL
101,FAIL
102,FAIL
103,FAIL
104,FAIL
105,FAIL
106,FAIL
107,FAIL
108,FAIL
109,FAIL
110,FAIL
111,FAIL
112,FAIL
113,FAIL
114,FAIL
115,FAIL
116,FAIL
117,FAIL
118,FAIL
119,EXC
120,FAIL
121,FAIL
122,FAIL
123,FAIL
124,FAIL
125,EXC
126,FAIL
127,EXC
128,FAIL
129,FAIL
130,FAIL
131,FAIL
132,FAIL
133,EXC
134,EXC
135,LIVE
136,EXC
137,EXC
138,EXC
139,FAIL
140,FAIL
141,FAIL
142,FAIL
143,FAIL
144,FAIL
145,FAIL
146,FAIL
147,FAIL
148,FAIL
149,FAIL
150,FAIL
151,FAIL
152,FAIL
153,FAIL
154,FAIL
155,FAIL
156,FAIL
157,FAIL
158,FAIL
159,FAIL
160,FAIL
161,FAIL
162,FAIL
163,FAIL
164,FAIL
165,FAIL
166,FAIL
167,FAIL
168,LIVE
169,LIVE
170,LIVE
171,LIVE
172,LIVE
173,LIVE
174,LIVE
175,LIVE
176,FAIL
177,FAIL
178,FAIL
179,FAIL
180,FAIL
181,FAIL
182,FAIL
183,FAIL
184,LIVE
185,FAIL
186,FAIL
187,FAIL
188,FAIL
189,FAIL
190,FAIL
191,FAIL
192,FAIL
193,FAIL
194,FAIL
195,FAIL
196,LIVE
197,FAIL
198,FAIL
199,FAIL
200,LIVE
201,LIVE
202,LIVE
203,FAIL
204,FAIL
205,LIVE
206,FAIL
207,LIVE
208,LIVE
209,LIVE
210,LIVE
211,LIVE
212,FAIL
213,FAIL
214,LIVE
215,FAIL
216,FAIL
217,LIVE
218,EXC
219,LIVE
220,LIVE
221,FAIL
222,EXC
223,EXC
224,EXC
225,EXC
226,EXC
227,EXC
228,LIVE
229,EXC
230,EXC
231,EXC
232,LIVE
233,LIVE
234,LIVE
235,LIVE
236,LIVE
237,EXC
238,LIVE
239,LIVE
240,LIVE
241,LIVE
242,LIVE
243,LIVE
244,LIVE
245,LIVE
246,LIVE
247,LIVE
248,LIVE
249,LIVE
250,LIVE
251,EXC
252,LIVE
253,EXC
254,EXC
255,LIVE
256,LIVE
257,EXC
258,EXC
259,LIVE
260,LIVE
261,EXC
262,EXC
263,LIVE
264,LIVE
265,LIVE
266,LIVE
267,LIVE
268,LIVE
269,LIVE
270,LIVE
271,LIVE
272,LIVE
273,LIVE
274,FAIL
275,FAIL
276,LIVE
277,EXC
278,FAIL
279,LIVE
280,LIVE
281,LIVE
282,EXC
283,LIVE
284,FAIL
285,FAIL
286,FAIL
287,FAIL
288,FAIL
289,LIVE
290,LIVE
291,LIVE
292,LIVE
293,LIVE
294,EXC
295,LIVE
296,EXC
297,EXC
298,EXC
299,LIVE
300,EXC
301,FAIL
302,EXC
303,FAIL
304,FAIL
305,LIVE
306,LIVE
307,FAIL
308,EXC
309,LIVE
310,LIVE
311,LIVE
312,LIVE
313,LIVE
314,LIVE
315,LIVE
316,LIVE
317,LIVE
318,LIVE
319,FAIL
320,LIVE
321,LIVE
322,LIVE
323,LIVE
324,LIVE
325,LIVE
326,LIVE
327,LIVE
328,LIVE
329,LIVE
330,LIVE
331,LIVE
332,LIVE
333,LIVE
334,LIVE
335,LIVE
336,LIVE
337,LIVE
338,LIVE
339,LIVE
340,FAIL
341,LIVE
342,LIVE
343,LIVE
344,LIVE
345,LIVE
346,LIVE
347,LIVE
348,LIVE
349,LIVE
350,LIVE
351,LIVE
352,FAIL
353,LIVE
354,LIVE
355,FAIL
