MutantNo,[FAIL | TIME | EXC | LIVE]
1,LIVE
2,EXC
3,FAIL
4,EXC
5,EXC
6,FAIL
7,EXC
8,FAIL
9,LIVE
10,FAIL
11,EXC
12,EXC
13,EXC
14,EXC
15,LIVE
16,EXC
17,LIVE
18,EXC
19,LIVE
20,EXC
21,EXC
22,EXC
23,EXC
24,FAIL
25,EXC
26,EXC
27,EXC
28,EXC
29,FAIL
30,EXC
31,EXC
32,EXC
33,EXC
34,EXC
35,EXC
36,EXC
37,FAIL
38,FAIL
39,FAIL
40,FAIL
41,FAIL
42,FAIL
43,LIVE
44,LIVE
45,LIVE
46,EXC
47,EXC
48,LIVE
49,EXC
50,EXC
51,FAIL
52,EXC
53,EXC
54,EXC
55,LIVE
56,EXC
57,EXC
58,LIVE
59,LIVE
60,LIVE
61,LIVE
62,LIVE
63,LIVE
64,LIVE
65,LIVE
66,LIVE
67,LIVE
68,LIVE
69,LIVE
70,LIVE
71,LIVE
72,LIVE
73,LIVE
74,EXC
75,EXC
76,LIVE
77,LIVE
78,LIVE
79,LIVE
80,LIVE
81,LIVE
82,LIVE
83,EXC
84,LIVE
85,LIVE
86,EXC
87,EXC
88,EXC
89,EXC
90,LIVE
91,LIVE
92,LIVE
93,EXC
94,EXC
95,LIVE
96,EXC
97,LIVE
98,LIVE
99,LIVE
100,EXC
101,LIVE
102,EXC
103,EXC
104,LIVE
105,EXC
106,EXC
107,LIVE
108,LIVE
109,EXC
110,LIVE
111,EXC
112,EXC
113,EXC
114,TIME
115,TIME
116,EXC
117,EXC
118,EXC
119,LIVE
120,EXC
121,EXC
122,EXC
123,EXC
124,EXC
125,EXC
126,EXC
127,EXC
128,LIVE
129,FAIL
130,EXC
131,TIME
132,EXC
133,EXC
134,EXC
135,EXC
136,EXC
137,FAIL
138,FAIL
139,FAIL
140,LIVE
