MutantNo,[FAIL | TIME | EXC | LIVE]
1,EXC
2,FAIL
3,EXC
4,EXC
5,EXC
6,EXC
7,EXC
8,EXC
9,EXC
10,EXC
11,LIVE
12,EXC
13,EXC
14,EXC
15,EXC
16,EXC
17,EXC
18,EXC
19,EXC
20,EXC
21,EXC
22,EXC
23,LIVE
24,FAIL
25,FAIL
26,EXC
27,EXC
28,EXC
29,LIVE
30,FAIL
31,EXC
32,FAIL
33,EXC
34,EXC
35,EXC
36,FAIL
37,FAIL
38,EXC
39,EXC
40,FAIL
41,FAIL
42,EXC
43,LIVE
44,FAIL
45,EXC
46,FAIL
47,EXC
48,EXC
49,EXC
50,FAIL
51,EXC
52,FAIL
53,EXC
54,FAIL
55,FAIL
56,FAIL
57,EXC
58,EXC
59,EXC
60,LIVE
61,FAIL
62,EXC
63,EXC
64,EXC
65,EXC
66,EXC
67,EXC
68,EXC
69,EXC
70,LIVE
71,FAIL
72,EXC
73,EXC
74,EXC
75,FAIL
76,FAIL
77,EXC
78,FAIL
79,EXC
80,FAIL
81,EXC
82,FAIL
83,EXC
84,EXC
85,EXC
86,FAIL
87,FAIL
88,FAIL
89,EXC
90,EXC
91,EXC
92,LIVE
93,FAIL
94,EXC
95,FAIL
96,EXC
97,FAIL
98,EXC
99,FAIL
100,EXC
101,EXC
102,EXC
103,FAIL
104,FAIL
105,EXC
106,EXC
107,FAIL
108,EXC
109,EXC
110,LIVE
111,FAIL
112,EXC
113,FAIL
114,EXC
115,FAIL
116,EXC
117,FAIL
118,EXC
119,EXC
120,EXC
121,FAIL
122,EXC
123,LIVE
124,EXC
125,EXC
126,FAIL
127,LIVE
128,FAIL
129,LIVE
130,FAIL
131,FAIL
132,FAIL
133,LIVE
134,FAIL
135,LIVE
136,FAIL
137,FAIL
138,FAIL
139,FAIL
140,FAIL
141,FAIL
142,FAIL
143,FAIL
144,EXC
145,FAIL
146,EXC
147,LIVE
148,EXC
149,LIVE
150,EXC
151,FAIL
152,FAIL
153,FAIL
154,LIVE
155,FAIL
156,FAIL
157,FAIL
158,FAIL
159,LIVE
160,EXC
161,FAIL
162,EXC
163,LIVE
164,EXC
165,LIVE
166,EXC
167,FAIL
168,LIVE
169,LIVE
170,FAIL
171,LIVE
172,LIVE
173,FAIL
174,FAIL
175,LIVE
176,FAIL
177,FAIL
178,FAIL
179,LIVE
180,FAIL
181,FAIL
182,FAIL
183,FAIL
184,LIVE
