MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,FAIL
3,FAIL
4,LIVE
5,EXC
6,FAIL
7,FAIL
8,FAIL
9,FAIL
10,FAIL
11,EXC
12,FAIL
13,FAIL
14,EXC
15,EXC
16,FAIL
17,EXC
18,EXC
19,EXC
20,FAIL
21,FAIL
22,EXC
23,EXC
24,EXC
25,FAIL
26,LIVE
27,EXC
28,FAIL
29,EXC
30,EXC
31,EXC
32,EXC
33,FAIL
34,FAIL
35,FAIL
36,FAIL
37,LIVE
38,FAIL
39,FAIL
40,FAIL
41,LIVE
42,EXC
43,EXC
44,FAIL
45,LIVE
46,EXC
47,FAIL
48,FAIL
49,FAIL
50,LIVE
51,LIVE
52,LIVE
53,FAIL
54,FAIL
55,FAIL
56,FAIL
57,FAIL
58,LIVE
59,LIVE
60,LIVE
61,FAIL
62,FAIL
63,FAIL
64,FAIL
65,LIVE
66,LIVE
67,LIVE
68,FAIL
69,LIVE
70,FAIL
71,EXC
72,EXC
73,FAIL
74,FAIL
75,FAIL
76,FAIL
77,FAIL
78,FAIL
79,FAIL
80,LIVE
81,FAIL
82,FAIL
83,EXC
84,FAIL
85,EXC
86,FAIL
87,EXC
88,LIVE
89,FAIL
90,EXC
91,EXC
92,FAIL
93,FAIL
94,EXC
95,EXC
96,FAIL
97,EXC
98,EXC
99,EXC
100,FAIL
101,EXC
102,FAIL
103,EXC
104,LIVE
105,FAIL
106,FAIL
107,LIVE
108,FAIL
109,FAIL
110,EXC
111,FAIL
112,FAIL
113,LIVE
114,EXC
115,FAIL
116,EXC
117,LIVE
118,LIVE
119,FAIL
120,EXC
121,EXC
122,FAIL
123,EXC
124,FAIL
125,EXC
126,FAIL
127,LIVE
128,EXC
129,EXC
130,FAIL
131,FAIL
132,EXC
133,LIVE
134,EXC
135,LIVE
136,EXC
137,FAIL
138,FAIL
139,EXC
140,LIVE
141,FAIL
142,FAIL
143,LIVE
144,LIVE
145,FAIL
146,EXC
147,EXC
148,LIVE
149,LIVE
150,EXC
151,LIVE
152,LIVE
153,FAIL
154,FAIL
155,FAIL
156,LIVE
157,FAIL
158,FAIL
159,FAIL
160,LIVE
161,EXC
162,FAIL
163,FAIL
164,LIVE
165,LIVE
166,FAIL
167,EXC
168,LIVE
169,EXC
170,EXC
171,FAIL
172,FAIL
173,LIVE
174,EXC
175,EXC
176,EXC
177,EXC
178,LIVE
179,EXC
180,FAIL
181,FAIL
182,FAIL
183,EXC
184,EXC
185,FAIL
186,FAIL
187,FAIL
188,LIVE
189,EXC
190,LIVE
191,EXC
192,FAIL
193,EXC
194,FAIL
195,FAIL
196,FAIL
197,LIVE
198,LIVE
199,FAIL
200,FAIL
201,EXC
202,FAIL
203,FAIL
204,FAIL
205,LIVE
207,LIVE
209,FAIL
210,FAIL
211,FAIL
212,EXC
213,FAIL
214,EXC
215,FAIL
216,LIVE
217,FAIL
218,FAIL
219,FAIL
220,FAIL
221,LIVE
222,FAIL
223,FAIL
224,FAIL
225,FAIL
226,FAIL
227,FAIL
228,LIVE
229,FAIL
230,FAIL
231,FAIL
232,LIVE
233,FAIL
234,FAIL
235,FAIL
236,LIVE
237,LIVE
238,LIVE
239,LIVE
240,FAIL
241,FAIL
242,FAIL
243,FAIL
244,LIVE
245,LIVE
246,FAIL
247,LIVE
248,LIVE
249,LIVE
250,FAIL
251,FAIL
252,FAIL
253,FAIL
254,FAIL
255,FAIL
256,FAIL
257,FAIL
258,FAIL
259,FAIL
260,FAIL
261,LIVE
262,FAIL
263,FAIL
264,EXC
265,EXC
266,LIVE
267,FAIL
268,EXC
269,FAIL
270,EXC
271,FAIL
272,EXC
273,FAIL
274,LIVE
275,EXC
276,FAIL
277,FAIL
278,EXC
279,FAIL
280,FAIL
281,LIVE
282,FAIL
283,FAIL
284,FAIL
285,FAIL
286,LIVE
287,LIVE
288,FAIL
289,FAIL
290,LIVE
291,FAIL
292,FAIL
293,FAIL
294,FAIL
295,FAIL
296,FAIL
297,FAIL
298,FAIL
299,LIVE
300,FAIL
301,LIVE
302,FAIL
303,FAIL
304,FAIL
305,FAIL
306,FAIL
307,FAIL
308,FAIL
309,FAIL
310,LIVE
311,FAIL
312,EXC
313,LIVE
314,FAIL
315,EXC
316,EXC
317,EXC
318,LIVE
319,LIVE
320,FAIL
321,FAIL
322,FAIL
323,LIVE
324,FAIL
325,LIVE
326,LIVE
327,LIVE
328,FAIL
329,FAIL
330,LIVE
331,EXC
332,EXC
333,EXC
334,FAIL
335,LIVE
336,LIVE
337,FAIL
338,FAIL
339,LIVE
340,EXC
341,LIVE
342,EXC
343,LIVE
344,LIVE
345,LIVE
346,FAIL
347,LIVE
348,FAIL
349,FAIL
350,LIVE
351,FAIL
352,EXC
353,FAIL
354,EXC
355,FAIL
356,LIVE
357,EXC
358,FAIL
359,FAIL
360,FAIL
361,EXC
362,EXC
363,EXC
364,EXC
365,EXC
366,EXC
367,LIVE
368,LIVE
369,EXC
370,LIVE
371,FAIL
372,FAIL
373,FAIL
374,LIVE
375,EXC
376,FAIL
377,EXC
378,FAIL
379,LIVE
380,FAIL
381,FAIL
382,FAIL
383,FAIL
384,FAIL
385,FAIL
386,FAIL
387,LIVE
388,FAIL
389,FAIL
390,FAIL
391,FAIL
392,LIVE
393,EXC
394,FAIL
395,FAIL
396,FAIL
397,FAIL
398,FAIL
