MutantNo,[FAIL | TIME | EXC | LIVE]
1,FAIL
2,FAIL
3,FAIL
4,FAIL
5,FAIL
6,FAIL
7,FAIL
8,FAIL
9,FAIL
10,LIVE
11,FAIL
12,FAIL
13,EXC
14,FAIL
15,FAIL
16,FAIL
17,FAIL
18,FAIL
19,FAIL
20,FAIL
21,FAIL
22,FAIL
23,EXC
24,EXC
25,EXC
26,LIVE
27,LIVE
28,LIVE
29,FAIL
30,LIVE
31,FAIL
32,LIVE
33,FAIL
34,EXC
35,FAIL
36,LIVE
37,FAIL
38,TIME
39,EXC
40,TIME
41,FAIL
42,FAIL
43,EXC
44,LIVE
45,LIVE
46,FAIL
47,EXC
48,EXC
49,FAIL
50,EXC
51,EXC
52,EXC
53,LIVE
54,LIVE
55,FAIL
56,EXC
57,FAIL
58,LIVE
59,LIVE
60,LIVE
61,EXC
62,FAIL
63,EXC
64,EXC
65,FAIL
66,EXC
67,FAIL
68,FAIL
69,FAIL
70,EXC
71,FAIL
72,LIVE
73,LIVE
74,LIVE
75,LIVE
76,LIVE
77,LIVE
78,LIVE
79,LIVE
80,LIVE
81,LIVE
82,LIVE
83,LIVE
84,LIVE
85,FAIL
86,FAIL
87,FAIL
88,FAIL
89,FAIL
90,FAIL
91,LIVE
92,LIVE
93,FAIL
94,LIVE
95,LIVE
96,FAIL
97,EXC
98,EXC
99,EXC
100,EXC
101,EXC
102,LIVE
103,FAIL
104,EXC
105,EXC
106,EXC
107,EXC
108,FAIL
109,FAIL
110,EXC
111,EXC
112,FAIL
113,FAIL
114,TIME
115,EXC
116,TIME
117,FAIL
118,EXC
119,LIVE
120,LIVE
121,FAIL
122,EXC
123,EXC
124,FAIL
125,EXC
126,EXC
127,EXC
128,LIVE
129,LIVE
130,FAIL
131,FAIL
132,FAIL
133,LIVE
134,LIVE
135,FAIL
136,EXC
137,FAIL
138,EXC
139,EXC
140,LIVE
141,FAIL
142,EXC
143,FAIL
144,EXC
145,EXC
146,EXC
147,FAIL
148,TIME
149,FAIL
150,EXC
151,EXC
152,EXC
153,EXC
154,FAIL
155,TIME
156,EXC
157,FAIL
158,FAIL
159,EXC
160,EXC
161,FAIL
162,FAIL
163,LIVE
164,LIVE
165,EXC
166,EXC
167,EXC
168,EXC
169,EXC
170,EXC
171,EXC
172,LIVE
173,LIVE
174,EXC
175,EXC
176,LIVE
177,EXC
178,EXC
179,EXC
180,EXC
181,EXC
182,EXC
183,EXC
184,EXC
185,LIVE
186,LIVE
187,EXC
188,FAIL
189,EXC
190,FAIL
191,FAIL
192,LIVE
193,FAIL
194,LIVE
195,LIVE
196,FAIL
197,LIVE
199,LIVE
200,FAIL
201,FAIL
202,EXC
203,FAIL
204,LIVE
206,FAIL
207,EXC
208,FAIL
209,FAIL
210,EXC
211,FAIL
212,LIVE
213,FAIL
214,LIVE
215,FAIL
216,FAIL
217,EXC
218,LIVE
219,FAIL
220,FAIL
221,FAIL
222,LIVE
223,FAIL
224,FAIL
225,FAIL
226,FAIL
227,EXC
228,LIVE
229,FAIL
230,FAIL
231,FAIL
232,LIVE
233,FAIL
234,EXC
235,LIVE
236,FAIL
237,FAIL
238,FAIL
239,FAIL
240,FAIL
241,FAIL
242,LIVE
243,FAIL
244,FAIL
245,FAIL
246,LIVE
247,FAIL
248,FAIL
249,FAIL
250,LIVE
251,FAIL
252,FAIL
253,FAIL
254,FAIL
255,FAIL
256,LIVE
257,FAIL
258,FAIL
259,FAIL
260,LIVE
261,FAIL
262,FAIL
263,FAIL
264,LIVE
265,FAIL
266,FAIL
267,FAIL
268,FAIL
269,LIVE
270,LIVE
271,FAIL
272,FAIL
273,FAIL
274,LIVE
275,FAIL
276,FAIL
277,FAIL
278,LIVE
279,FAIL
280,FAIL
281,FAIL
282,LIVE
283,FAIL
284,FAIL
285,FAIL
287,EXC
288,EXC
289,FAIL
290,FAIL
291,EXC
292,FAIL
293,EXC
294,FAIL
295,FAIL
296,LIVE
297,FAIL
298,FAIL
299,FAIL
300,EXC
301,LIVE
302,EXC
303,FAIL
304,FAIL
305,EXC
306,FAIL
307,FAIL
308,LIVE
309,FAIL
310,FAIL
311,FAIL
312,EXC
313,LIVE
314,EXC
315,FAIL
316,FAIL
317,EXC
318,FAIL
319,LIVE
320,FAIL
321,FAIL
322,LIVE
323,FAIL
324,EXC
325,EXC
327,LIVE
328,LIVE
329,EXC
330,FAIL
331,EXC
332,LIVE
333,EXC
334,LIVE
335,EXC
336,LIVE
337,EXC
338,LIVE
339,EXC
340,EXC
341,EXC
342,EXC
343,TIME
344,EXC
345,EXC
346,EXC
347,EXC
348,EXC
349,TIME
350,EXC
351,EXC
352,EXC
353,EXC
354,EXC
355,EXC
356,FAIL
357,FAIL
358,LIVE
359,FAIL
360,FAIL
361,FAIL
362,EXC
363,LIVE
364,EXC
365,FAIL
366,EXC
367,FAIL
368,EXC
369,LIVE
370,EXC
371,LIVE
372,LIVE
373,LIVE
374,EXC
375,FAIL
376,FAIL
377,TIME
378,EXC
379,TIME
380,EXC
381,EXC
382,FAIL
383,FAIL
384,EXC
385,EXC
386,FAIL
387,FAIL
388,EXC
389,FAIL
390,LIVE
391,FAIL
392,EXC
393,EXC
394,FAIL
395,EXC
396,FAIL
397,FAIL
398,FAIL
399,LIVE
400,LIVE
401,LIVE
402,FAIL
403,EXC
404,EXC
405,EXC
406,EXC
407,FAIL
408,FAIL
409,FAIL
410,LIVE
411,FAIL
412,FAIL
413,FAIL
